"district","county","year","subcounty","parish","school_name","ownership","gender","grade","value","location_code","facility_id"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Gospel Valley Nursery And Primary School","Private","Male","Division 2","","D01S05P06","gospel-valley-nursery-and-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Gospel Valley Nursery And Primary School","Private","Female","Division 2","2.0","D01S05P06","gospel-valley-nursery-and-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Gospel Valley Nursery And Primary School","Private","Male","Division 3","","D01S05P06","gospel-valley-nursery-and-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Gospel Valley Nursery And Primary School","Private","Female","Division 3","","D01S05P06","gospel-valley-nursery-and-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Gospel Valley Nursery And Primary School","Private","Male","Division 4","","D01S05P06","gospel-valley-nursery-and-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Gospel Valley Nursery And Primary School","Private","Female","Division 4","","D01S05P06","gospel-valley-nursery-and-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Gospel Valley Nursery And Primary School","Private","Male","Division U","","D01S05P06","gospel-valley-nursery-and-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Gospel Valley Nursery And Primary School","Private","Female","Division U","","D01S05P06","gospel-valley-nursery-and-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Gospel Valley Nursery And Primary School","Private","Male","Division X","","D01S05P06","gospel-valley-nursery-and-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Gospel Valley Nursery And Primary School","Private","Female","Division X","","D01S05P06","gospel-valley-nursery-and-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","","Hope Primary School","Private","Male","Division 1","3.0","D01S05","hope-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","","Hope Primary School","Private","Female","Division 1","2.0","D01S05","hope-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","","Hope Primary School","Private","Male","Division 2","10.0","D01S05","hope-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","","Hope Primary School","Private","Female","Division 2","18.0","D01S05","hope-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","","Hope Primary School","Private","Male","Division 3","2.0","D01S05","hope-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","","Hope Primary School","Private","Female","Division 3","1.0","D01S05","hope-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","","Hope Primary School","Private","Male","Division 4","","D01S05","hope-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","","Hope Primary School","Private","Female","Division 4","","D01S05","hope-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","","Hope Primary School","Private","Male","Division U","2.0","D01S05","hope-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","","Hope Primary School","Private","Female","Division U","1.0","D01S05","hope-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","","Hope Primary School","Private","Male","Division X","","D01S05","hope-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","","Hope Primary School","Private","Female","Division X","","D01S05","hope-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Kayunga Girls Primary School","Government","Male","Division 1","7.0","D01S05P06","kayunga-girls-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Kayunga Girls Primary School","Government","Female","Division 1","4.0","D01S05P06","kayunga-girls-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Kayunga Girls Primary School","Government","Male","Division 2","10.0","D01S05P06","kayunga-girls-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Kayunga Girls Primary School","Government","Female","Division 2","14.0","D01S05P06","kayunga-girls-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Kayunga Girls Primary School","Government","Male","Division 3","","D01S05P06","kayunga-girls-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Kayunga Girls Primary School","Government","Female","Division 3","","D01S05P06","kayunga-girls-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Kayunga Girls Primary School","Government","Male","Division 4","","D01S05P06","kayunga-girls-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Kayunga Girls Primary School","Government","Female","Division 4","","D01S05P06","kayunga-girls-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Kayunga Girls Primary School","Government","Male","Division U","","D01S05P06","kayunga-girls-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Kayunga Girls Primary School","Government","Female","Division U","","D01S05P06","kayunga-girls-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Kayunga Girls Primary School","Government","Male","Division X","1.0","D01S05P06","kayunga-girls-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Kayunga Girls Primary School","Government","Female","Division X","","D01S05P06","kayunga-girls-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Kayunga Mixed Primary School","Government","Male","Division 1","","D01S05P06","kayunga-mixed-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Kayunga Mixed Primary School","Government","Female","Division 1","","D01S05P06","kayunga-mixed-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Kayunga Mixed Primary School","Government","Male","Division 2","5.0","D01S05P06","kayunga-mixed-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Kayunga Mixed Primary School","Government","Female","Division 2","3.0","D01S05P06","kayunga-mixed-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Kayunga Mixed Primary School","Government","Male","Division 3","10.0","D01S05P06","kayunga-mixed-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Kayunga Mixed Primary School","Government","Female","Division 3","7.0","D01S05P06","kayunga-mixed-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Kayunga Mixed Primary School","Government","Male","Division 4","5.0","D01S05P06","kayunga-mixed-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Kayunga Mixed Primary School","Government","Female","Division 4","3.0","D01S05P06","kayunga-mixed-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Kayunga Mixed Primary School","Government","Male","Division U","","D01S05P06","kayunga-mixed-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Kayunga Mixed Primary School","Government","Female","Division U","","D01S05P06","kayunga-mixed-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Kayunga Mixed Primary School","Government","Male","Division X","","D01S05P06","kayunga-mixed-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Kayunga Mixed Primary School","Government","Female","Division X","","D01S05P06","kayunga-mixed-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Bukolooto Ward","Lion of Judah Primary School","Private","Male","Division 1","8.0","D01S05P05","lion-of-judah-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Bukolooto Ward","Lion of Judah Primary School","Private","Female","Division 1","4.0","D01S05P05","lion-of-judah-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Bukolooto Ward","Lion of Judah Primary School","Private","Male","Division 2","7.0","D01S05P05","lion-of-judah-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Bukolooto Ward","Lion of Judah Primary School","Private","Female","Division 2","6.0","D01S05P05","lion-of-judah-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Bukolooto Ward","Lion of Judah Primary School","Private","Male","Division 3","","D01S05P05","lion-of-judah-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Bukolooto Ward","Lion of Judah Primary School","Private","Female","Division 3","","D01S05P05","lion-of-judah-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Bukolooto Ward","Lion of Judah Primary School","Private","Male","Division 4","","D01S05P05","lion-of-judah-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Bukolooto Ward","Lion of Judah Primary School","Private","Female","Division 4","","D01S05P05","lion-of-judah-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Bukolooto Ward","Lion of Judah Primary School","Private","Male","Division U","","D01S05P05","lion-of-judah-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Bukolooto Ward","Lion of Judah Primary School","Private","Female","Division U","","D01S05P05","lion-of-judah-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Bukolooto Ward","Lion of Judah Primary School","Private","Male","Division X","","D01S05P05","lion-of-judah-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Bukolooto Ward","Lion of Judah Primary School","Private","Female","Division X","","D01S05P05","lion-of-judah-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Namagabi Bishop Brown Primary School","Government","Male","Division 1","","D01S05P06","namagabi-bishop-brown-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Namagabi Bishop Brown Primary School","Government","Female","Division 1","1.0","D01S05P06","namagabi-bishop-brown-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Namagabi Bishop Brown Primary School","Government","Male","Division 2","16.0","D01S05P06","namagabi-bishop-brown-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Namagabi Bishop Brown Primary School","Government","Female","Division 2","10.0","D01S05P06","namagabi-bishop-brown-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Namagabi Bishop Brown Primary School","Government","Male","Division 3","3.0","D01S05P06","namagabi-bishop-brown-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Namagabi Bishop Brown Primary School","Government","Female","Division 3","4.0","D01S05P06","namagabi-bishop-brown-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Namagabi Bishop Brown Primary School","Government","Male","Division 4","","D01S05P06","namagabi-bishop-brown-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Namagabi Bishop Brown Primary School","Government","Female","Division 4","1.0","D01S05P06","namagabi-bishop-brown-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Namagabi Bishop Brown Primary School","Government","Male","Division U","","D01S05P06","namagabi-bishop-brown-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Namagabi Bishop Brown Primary School","Government","Female","Division U","","D01S05P06","namagabi-bishop-brown-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Namagabi Bishop Brown Primary School","Government","Male","Division X","","D01S05P06","namagabi-bishop-brown-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Namagabi Bishop Brown Primary School","Government","Female","Division X","1.0","D01S05P06","namagabi-bishop-brown-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Namagabi UMEA Primary School","Government","Male","Division 1","2.0","D01S05P06","namagabi-umea-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Namagabi UMEA Primary School","Government","Female","Division 1","2.0","D01S05P06","namagabi-umea-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Namagabi UMEA Primary School","Government","Male","Division 2","38.0","D01S05P06","namagabi-umea-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Namagabi UMEA Primary School","Government","Female","Division 2","13.0","D01S05P06","namagabi-umea-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Namagabi UMEA Primary School","Government","Male","Division 3","8.0","D01S05P06","namagabi-umea-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Namagabi UMEA Primary School","Government","Female","Division 3","8.0","D01S05P06","namagabi-umea-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Namagabi UMEA Primary School","Government","Male","Division 4","6.0","D01S05P06","namagabi-umea-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Namagabi UMEA Primary School","Government","Female","Division 4","3.0","D01S05P06","namagabi-umea-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Namagabi UMEA Primary School","Government","Male","Division U","","D01S05P06","namagabi-umea-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Namagabi UMEA Primary School","Government","Female","Division U","1.0","D01S05P06","namagabi-umea-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Namagabi UMEA Primary School","Government","Male","Division X","","D01S05P06","namagabi-umea-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Namagabi Ward","Namagabi UMEA Primary School","Government","Female","Division X","","D01S05P06","namagabi-umea-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Bukolooto Ward","Ndeeba CU Primary School","Government","Male","Division 1","5.0","D01S05P05","ndeeba-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Bukolooto Ward","Ndeeba CU Primary School","Government","Female","Division 1","3.0","D01S05P05","ndeeba-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Bukolooto Ward","Ndeeba CU Primary School","Government","Male","Division 2","10.0","D01S05P05","ndeeba-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Bukolooto Ward","Ndeeba CU Primary School","Government","Female","Division 2","26.0","D01S05P05","ndeeba-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Bukolooto Ward","Ndeeba CU Primary School","Government","Male","Division 3","2.0","D01S05P05","ndeeba-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Bukolooto Ward","Ndeeba CU Primary School","Government","Female","Division 3","1.0","D01S05P05","ndeeba-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Bukolooto Ward","Ndeeba CU Primary School","Government","Male","Division 4","1.0","D01S05P05","ndeeba-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Bukolooto Ward","Ndeeba CU Primary School","Government","Female","Division 4","1.0","D01S05P05","ndeeba-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Bukolooto Ward","Ndeeba CU Primary School","Government","Male","Division U","","D01S05P05","ndeeba-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Bukolooto Ward","Ndeeba CU Primary School","Government","Female","Division U","","D01S05P05","ndeeba-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Bukolooto Ward","Ndeeba CU Primary School","Government","Male","Division X","1.0","D01S05P05","ndeeba-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Bukolooto Ward","Ndeeba CU Primary School","Government","Female","Division X","1.0","D01S05P05","ndeeba-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Ntenjeru Ward","St Regina Primary School","Private","Male","Division 1","14.0","D01S05P03","st-regina-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Ntenjeru Ward","St Regina Primary School","Private","Female","Division 1","20.0","D01S05P03","st-regina-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Ntenjeru Ward","St Regina Primary School","Private","Male","Division 2","","D01S05P03","st-regina-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Ntenjeru Ward","St Regina Primary School","Private","Female","Division 2","1.0","D01S05P03","st-regina-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Ntenjeru Ward","St Regina Primary School","Private","Male","Division 3","","D01S05P03","st-regina-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Ntenjeru Ward","St Regina Primary School","Private","Female","Division 3","","D01S05P03","st-regina-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Ntenjeru Ward","St Regina Primary School","Private","Male","Division 4","","D01S05P03","st-regina-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Ntenjeru Ward","St Regina Primary School","Private","Female","Division 4","","D01S05P03","st-regina-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Ntenjeru Ward","St Regina Primary School","Private","Male","Division U","","D01S05P03","st-regina-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Ntenjeru Ward","St Regina Primary School","Private","Female","Division U","","D01S05P03","st-regina-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Ntenjeru Ward","St Regina Primary School","Private","Male","Division X","","D01S05P03","st-regina-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Ntenjeru Ward","St Regina Primary School","Private","Female","Division X","","D01S05P03","st-regina-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Bukolooto Ward","Star Academy Primary School","Private","Male","Division 1","2.0","D01S05P05","star-academy-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Bukolooto Ward","Star Academy Primary School","Private","Female","Division 1","2.0","D01S05P05","star-academy-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Bukolooto Ward","Star Academy Primary School","Private","Male","Division 2","10.0","D01S05P05","star-academy-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Bukolooto Ward","Star Academy Primary School","Private","Female","Division 2","12.0","D01S05P05","star-academy-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Bukolooto Ward","Star Academy Primary School","Private","Male","Division 3","2.0","D01S05P05","star-academy-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Bukolooto Ward","Star Academy Primary School","Private","Female","Division 3","3.0","D01S05P05","star-academy-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Bukolooto Ward","Star Academy Primary School","Private","Male","Division 4","1.0","D01S05P05","star-academy-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Bukolooto Ward","Star Academy Primary School","Private","Female","Division 4","","D01S05P05","star-academy-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Bukolooto Ward","Star Academy Primary School","Private","Male","Division U","2.0","D01S05P05","star-academy-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Bukolooto Ward","Star Academy Primary School","Private","Female","Division U","1.0","D01S05P05","star-academy-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Bukolooto Ward","Star Academy Primary School","Private","Male","Division X","","D01S05P05","star-academy-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Bukolooto Ward","Star Academy Primary School","Private","Female","Division X","","D01S05P05","star-academy-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Ntenjeru Ward","Tente Primary School","Government","Male","Division 1","7.0","D01S05P03","tente-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Ntenjeru Ward","Tente Primary School","Government","Female","Division 1","5.0","D01S05P03","tente-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Ntenjeru Ward","Tente Primary School","Government","Male","Division 2","16.0","D01S05P03","tente-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Ntenjeru Ward","Tente Primary School","Government","Female","Division 2","20.0","D01S05P03","tente-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Ntenjeru Ward","Tente Primary School","Government","Male","Division 3","2.0","D01S05P03","tente-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Ntenjeru Ward","Tente Primary School","Government","Female","Division 3","2.0","D01S05P03","tente-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Ntenjeru Ward","Tente Primary School","Government","Male","Division 4","","D01S05P03","tente-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Ntenjeru Ward","Tente Primary School","Government","Female","Division 4","1.0","D01S05P03","tente-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Ntenjeru Ward","Tente Primary School","Government","Male","Division U","","D01S05P03","tente-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Ntenjeru Ward","Tente Primary School","Government","Female","Division U","","D01S05P03","tente-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Ntenjeru Ward","Tente Primary School","Government","Male","Division X","","D01S05P03","tente-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kayunga Town Council","Ntenjeru Ward","Tente Primary School","Government","Female","Division X","","D01S05P03","tente-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Bugaddu CU Primary School","Government","Male","Division 1","","D01S07P02","bugaddu-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Bugaddu CU Primary School","Government","Female","Division 1","","D01S07P02","bugaddu-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Bugaddu CU Primary School","Government","Male","Division 2","8.0","D01S07P02","bugaddu-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Bugaddu CU Primary School","Government","Female","Division 2","6.0","D01S07P02","bugaddu-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Bugaddu CU Primary School","Government","Male","Division 3","7.0","D01S07P02","bugaddu-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Bugaddu CU Primary School","Government","Female","Division 3","5.0","D01S07P02","bugaddu-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Bugaddu CU Primary School","Government","Male","Division 4","7.0","D01S07P02","bugaddu-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Bugaddu CU Primary School","Government","Female","Division 4","5.0","D01S07P02","bugaddu-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Bugaddu CU Primary School","Government","Male","Division U","10.0","D01S07P02","bugaddu-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Bugaddu CU Primary School","Government","Female","Division U","13.0","D01S07P02","bugaddu-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Bugaddu CU Primary School","Government","Male","Division X","2.0","D01S07P02","bugaddu-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Bugaddu CU Primary School","Government","Female","Division X","2.0","D01S07P02","bugaddu-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Busaana CU Primary School","Government","Male","Division 1","12.0","D01S07P02","busaana-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Busaana CU Primary School","Government","Female","Division 1","7.0","D01S07P02","busaana-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Busaana CU Primary School","Government","Male","Division 2","10.0","D01S07P02","busaana-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Busaana CU Primary School","Government","Female","Division 2","28.0","D01S07P02","busaana-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Busaana CU Primary School","Government","Male","Division 3","14.0","D01S07P02","busaana-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Busaana CU Primary School","Government","Female","Division 3","20.0","D01S07P02","busaana-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Busaana CU Primary School","Government","Male","Division 4","18.0","D01S07P02","busaana-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Busaana CU Primary School","Government","Female","Division 4","8.0","D01S07P02","busaana-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Busaana CU Primary School","Government","Male","Division U","1.0","D01S07P02","busaana-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Busaana CU Primary School","Government","Female","Division U","1.0","D01S07P02","busaana-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Busaana CU Primary School","Government","Male","Division X","1.0","D01S07P02","busaana-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Busaana CU Primary School","Government","Female","Division X","","D01S07P02","busaana-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Busaana Parents Primary School","Private","Male","Division 1","10.0","D01S07P02","busaana-parents-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Busaana Parents Primary School","Private","Female","Division 1","17.0","D01S07P02","busaana-parents-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Busaana Parents Primary School","Private","Male","Division 2","16.0","D01S07P02","busaana-parents-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Busaana Parents Primary School","Private","Female","Division 2","10.0","D01S07P02","busaana-parents-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Busaana Parents Primary School","Private","Male","Division 3","","D01S07P02","busaana-parents-primary-school_kayunga"
