"district","county","year","subcounty","parish","school_name","ownership","gender","grade","value","location_code","facility_id"
"Kayunga","Ntenjeru","2022","Busaana Town Council","Namirembe Ward","Namirembe CU Primary School","Government","Male","Division 2","5.0","D01S07P04","namirembe-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Busaana Town Council","Namirembe Ward","Namirembe CU Primary School","Government","Female","Division 2","4.0","D01S07P04","namirembe-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Busaana Town Council","Namirembe Ward","Namirembe CU Primary School","Government","Male","Division 3","3.0","D01S07P04","namirembe-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Busaana Town Council","Namirembe Ward","Namirembe CU Primary School","Government","Female","Division 3","11.0","D01S07P04","namirembe-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Busaana Town Council","Namirembe Ward","Namirembe CU Primary School","Government","Male","Division 4","8.0","D01S07P04","namirembe-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Busaana Town Council","Namirembe Ward","Namirembe CU Primary School","Government","Female","Division 4","9.0","D01S07P04","namirembe-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Busaana Town Council","Namirembe Ward","Namirembe CU Primary School","Government","Male","Division U","","D01S07P04","namirembe-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Busaana Town Council","Namirembe Ward","Namirembe CU Primary School","Government","Female","Division U","1.0","D01S07P04","namirembe-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Busaana Town Council","Namirembe Ward","Namirembe CU Primary School","Government","Male","Division X","","D01S07P04","namirembe-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Busaana Town Council","Namirembe Ward","Namirembe CU Primary School","Government","Female","Division X","3.0","D01S07P04","namirembe-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Busaana Town Council","Kasana Ward","Noble Hill Primary School","Private","Male","Division 1","4.0","D01S07P02","noble-hill-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Busaana Town Council","Kasana Ward","Noble Hill Primary School","Private","Female","Division 1","1.0","D01S07P02","noble-hill-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Busaana Town Council","Kasana Ward","Noble Hill Primary School","Private","Male","Division 2","23.0","D01S07P02","noble-hill-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Busaana Town Council","Kasana Ward","Noble Hill Primary School","Private","Female","Division 2","33.0","D01S07P02","noble-hill-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Busaana Town Council","Kasana Ward","Noble Hill Primary School","Private","Male","Division 3","6.0","D01S07P02","noble-hill-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Busaana Town Council","Kasana Ward","Noble Hill Primary School","Private","Female","Division 3","12.0","D01S07P02","noble-hill-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Busaana Town Council","Kasana Ward","Noble Hill Primary School","Private","Male","Division 4","","D01S07P02","noble-hill-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Busaana Town Council","Kasana Ward","Noble Hill Primary School","Private","Female","Division 4","1.0","D01S07P02","noble-hill-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Busaana Town Council","Kasana Ward","Noble Hill Primary School","Private","Male","Division U","1.0","D01S07P02","noble-hill-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Busaana Town Council","Kasana Ward","Noble Hill Primary School","Private","Female","Division U","1.0","D01S07P02","noble-hill-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Busaana Town Council","Kasana Ward","Noble Hill Primary School","Private","Male","Division X","2.0","D01S07P02","noble-hill-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Busaana Town Council","Kasana Ward","Noble Hill Primary School","Private","Female","Division X","2.0","D01S07P02","noble-hill-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Catherine Primary School","Private","Male","Division 1","2.0","D01S01P02","catherine-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Catherine Primary School","Private","Female","Division 1","3.0","D01S01P02","catherine-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Catherine Primary School","Private","Male","Division 2","4.0","D01S01P02","catherine-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Catherine Primary School","Private","Female","Division 2","6.0","D01S01P02","catherine-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Catherine Primary School","Private","Male","Division 3","1.0","D01S01P02","catherine-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Catherine Primary School","Private","Female","Division 3","1.0","D01S01P02","catherine-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Catherine Primary School","Private","Male","Division 4","","D01S01P02","catherine-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Catherine Primary School","Private","Female","Division 4","","D01S01P02","catherine-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Catherine Primary School","Private","Male","Division U","1.0","D01S01P02","catherine-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Catherine Primary School","Private","Female","Division U","","D01S01P02","catherine-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Catherine Primary School","Private","Male","Division X","","D01S01P02","catherine-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Catherine Primary School","Private","Female","Division X","","D01S01P02","catherine-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Nakatundu Ward","Kamuli UMEA Primary School","Government","Male","Division 1","7.0","D01S01P04","kamuli-umea-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Nakatundu Ward","Kamuli UMEA Primary School","Government","Female","Division 1","10.0","D01S01P04","kamuli-umea-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Nakatundu Ward","Kamuli UMEA Primary School","Government","Male","Division 2","61.0","D01S01P04","kamuli-umea-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Nakatundu Ward","Kamuli UMEA Primary School","Government","Female","Division 2","63.0","D01S01P04","kamuli-umea-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Nakatundu Ward","Kamuli UMEA Primary School","Government","Male","Division 3","9.0","D01S01P04","kamuli-umea-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Nakatundu Ward","Kamuli UMEA Primary School","Government","Female","Division 3","17.0","D01S01P04","kamuli-umea-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Nakatundu Ward","Kamuli UMEA Primary School","Government","Male","Division 4","13.0","D01S01P04","kamuli-umea-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Nakatundu Ward","Kamuli UMEA Primary School","Government","Female","Division 4","16.0","D01S01P04","kamuli-umea-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Nakatundu Ward","Kamuli UMEA Primary School","Government","Male","Division U","","D01S01P04","kamuli-umea-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Nakatundu Ward","Kamuli UMEA Primary School","Government","Female","Division U","","D01S01P04","kamuli-umea-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Nakatundu Ward","Kamuli UMEA Primary School","Government","Male","Division X","2.0","D01S01P04","kamuli-umea-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Nakatundu Ward","Kamuli UMEA Primary School","Government","Female","Division X","3.0","D01S01P04","kamuli-umea-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Kangulumira CU Primary School","Government","Male","Division 1","2.0","D01S01P02","kangulumira-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Kangulumira CU Primary School","Government","Female","Division 1","","D01S01P02","kangulumira-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Kangulumira CU Primary School","Government","Male","Division 2","17.0","D01S01P02","kangulumira-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Kangulumira CU Primary School","Government","Female","Division 2","21.0","D01S01P02","kangulumira-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Kangulumira CU Primary School","Government","Male","Division 3","3.0","D01S01P02","kangulumira-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Kangulumira CU Primary School","Government","Female","Division 3","9.0","D01S01P02","kangulumira-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Kangulumira CU Primary School","Government","Male","Division 4","9.0","D01S01P02","kangulumira-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Kangulumira CU Primary School","Government","Female","Division 4","15.0","D01S01P02","kangulumira-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Kangulumira CU Primary School","Government","Male","Division U","2.0","D01S01P02","kangulumira-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Kangulumira CU Primary School","Government","Female","Division U","6.0","D01S01P02","kangulumira-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Kangulumira CU Primary School","Government","Male","Division X","2.0","D01S01P02","kangulumira-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Kangulumira CU Primary School","Government","Female","Division X","5.0","D01S01P02","kangulumira-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Kangulumira Muslim Primary School","Government","Male","Division 1","","D01S01P02","kangulumira-muslim-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Kangulumira Muslim Primary School","Government","Female","Division 1","1.0","D01S01P02","kangulumira-muslim-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Kangulumira Muslim Primary School","Government","Male","Division 2","30.0","D01S01P02","kangulumira-muslim-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Kangulumira Muslim Primary School","Government","Female","Division 2","23.0","D01S01P02","kangulumira-muslim-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Kangulumira Muslim Primary School","Government","Male","Division 3","12.0","D01S01P02","kangulumira-muslim-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Kangulumira Muslim Primary School","Government","Female","Division 3","12.0","D01S01P02","kangulumira-muslim-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Kangulumira Muslim Primary School","Government","Male","Division 4","12.0","D01S01P02","kangulumira-muslim-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Kangulumira Muslim Primary School","Government","Female","Division 4","16.0","D01S01P02","kangulumira-muslim-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Kangulumira Muslim Primary School","Government","Male","Division U","5.0","D01S01P02","kangulumira-muslim-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Kangulumira Muslim Primary School","Government","Female","Division U","5.0","D01S01P02","kangulumira-muslim-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Kangulumira Muslim Primary School","Government","Male","Division X","3.0","D01S01P02","kangulumira-muslim-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Kangulumira Muslim Primary School","Government","Female","Division X","7.0","D01S01P02","kangulumira-muslim-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Kangulumira RC Primary School","Government","Male","Division 1","","D01S01P02","kangulumira-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Kangulumira RC Primary School","Government","Female","Division 1","","D01S01P02","kangulumira-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Kangulumira RC Primary School","Government","Male","Division 2","16.0","D01S01P02","kangulumira-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Kangulumira RC Primary School","Government","Female","Division 2","8.0","D01S01P02","kangulumira-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Kangulumira RC Primary School","Government","Male","Division 3","9.0","D01S01P02","kangulumira-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Kangulumira RC Primary School","Government","Female","Division 3","12.0","D01S01P02","kangulumira-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Kangulumira RC Primary School","Government","Male","Division 4","28.0","D01S01P02","kangulumira-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Kangulumira RC Primary School","Government","Female","Division 4","34.0","D01S01P02","kangulumira-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Kangulumira RC Primary School","Government","Male","Division U","6.0","D01S01P02","kangulumira-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Kangulumira RC Primary School","Government","Female","Division U","5.0","D01S01P02","kangulumira-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Kangulumira RC Primary School","Government","Male","Division X","6.0","D01S01P02","kangulumira-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Kangulumira RC Primary School","Government","Female","Division X","1.0","D01S01P02","kangulumira-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Kasambya Moslem Primary School","Government","Male","Division 1","1.0","D01S01P02","kasambya-moslem-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Kasambya Moslem Primary School","Government","Female","Division 1","","D01S01P02","kasambya-moslem-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Kasambya Moslem Primary School","Government","Male","Division 2","10.0","D01S01P02","kasambya-moslem-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Kasambya Moslem Primary School","Government","Female","Division 2","11.0","D01S01P02","kasambya-moslem-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Kasambya Moslem Primary School","Government","Male","Division 3","5.0","D01S01P02","kasambya-moslem-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Kasambya Moslem Primary School","Government","Female","Division 3","2.0","D01S01P02","kasambya-moslem-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Kasambya Moslem Primary School","Government","Male","Division 4","7.0","D01S01P02","kasambya-moslem-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Kasambya Moslem Primary School","Government","Female","Division 4","7.0","D01S01P02","kasambya-moslem-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Kasambya Moslem Primary School","Government","Male","Division U","1.0","D01S01P02","kasambya-moslem-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Kasambya Moslem Primary School","Government","Female","Division U","1.0","D01S01P02","kasambya-moslem-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Kasambya Moslem Primary School","Government","Male","Division X","","D01S01P02","kasambya-moslem-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Kasambya Moslem Primary School","Government","Female","Division X","1.0","D01S01P02","kasambya-moslem-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kigayaza Ward","Kigayaza CU Primary School","Government","Male","Division 1","1.0","D01S01P03","kigayaza-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kigayaza Ward","Kigayaza CU Primary School","Government","Female","Division 1","2.0","D01S01P03","kigayaza-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kigayaza Ward","Kigayaza CU Primary School","Government","Male","Division 2","14.0","D01S01P03","kigayaza-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kigayaza Ward","Kigayaza CU Primary School","Government","Female","Division 2","17.0","D01S01P03","kigayaza-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kigayaza Ward","Kigayaza CU Primary School","Government","Male","Division 3","2.0","D01S01P03","kigayaza-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kigayaza Ward","Kigayaza CU Primary School","Government","Female","Division 3","6.0","D01S01P03","kigayaza-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kigayaza Ward","Kigayaza CU Primary School","Government","Male","Division 4","1.0","D01S01P03","kigayaza-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kigayaza Ward","Kigayaza CU Primary School","Government","Female","Division 4","5.0","D01S01P03","kigayaza-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kigayaza Ward","Kigayaza CU Primary School","Government","Male","Division U","","D01S01P03","kigayaza-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kigayaza Ward","Kigayaza CU Primary School","Government","Female","Division U","2.0","D01S01P03","kigayaza-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kigayaza Ward","Kigayaza CU Primary School","Government","Male","Division X","3.0","D01S01P03","kigayaza-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kigayaza Ward","Kigayaza CU Primary School","Government","Female","Division X","7.0","D01S01P03","kigayaza-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Mother Theresa Primary School","Private","Male","Division 1","6.0","D01S01P02","mother-theresa-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Mother Theresa Primary School","Private","Female","Division 1","3.0","D01S01P02","mother-theresa-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Mother Theresa Primary School","Private","Male","Division 2","3.0","D01S01P02","mother-theresa-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Mother Theresa Primary School","Private","Female","Division 2","4.0","D01S01P02","mother-theresa-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Mother Theresa Primary School","Private","Male","Division 3","","D01S01P02","mother-theresa-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Mother Theresa Primary School","Private","Female","Division 3","","D01S01P02","mother-theresa-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Mother Theresa Primary School","Private","Male","Division 4","","D01S01P02","mother-theresa-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Mother Theresa Primary School","Private","Female","Division 4","","D01S01P02","mother-theresa-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Mother Theresa Primary School","Private","Male","Division U","","D01S01P02","mother-theresa-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Mother Theresa Primary School","Private","Female","Division U","","D01S01P02","mother-theresa-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Mother Theresa Primary School","Private","Male","Division X","","D01S01P02","mother-theresa-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","Mother Theresa Primary School","Private","Female","Division X","","D01S01P02","mother-theresa-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","New ABC Devine Foundation","Private","Male","Division 1","43.0","D01S01P02","new-abc-devine-foundation_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","New ABC Devine Foundation","Private","Female","Division 1","73.0","D01S01P02","new-abc-devine-foundation_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","New ABC Devine Foundation","Private","Male","Division 2","58.0","D01S01P02","new-abc-devine-foundation_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","New ABC Devine Foundation","Private","Female","Division 2","66.0","D01S01P02","new-abc-devine-foundation_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","New ABC Devine Foundation","Private","Male","Division 3","2.0","D01S01P02","new-abc-devine-foundation_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","New ABC Devine Foundation","Private","Female","Division 3","1.0","D01S01P02","new-abc-devine-foundation_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","New ABC Devine Foundation","Private","Male","Division 4","","D01S01P02","new-abc-devine-foundation_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","New ABC Devine Foundation","Private","Female","Division 4","","D01S01P02","new-abc-devine-foundation_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","New ABC Devine Foundation","Private","Male","Division U","","D01S01P02","new-abc-devine-foundation_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","New ABC Devine Foundation","Private","Female","Division U","","D01S01P02","new-abc-devine-foundation_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","New ABC Devine Foundation","Private","Male","Division X","","D01S01P02","new-abc-devine-foundation_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Kangulumira Ward","New ABC Devine Foundation","Private","Female","Division X","1.0","D01S01P02","new-abc-devine-foundation_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Nakatundu Ward","Nongo CU Primary School Kangulumira","Government","Male","Division 1","","D01S01P04","nongo-cu-primary-school-kangulumira_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Nakatundu Ward","Nongo CU Primary School Kangulumira","Government","Female","Division 1","","D01S01P04","nongo-cu-primary-school-kangulumira_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Nakatundu Ward","Nongo CU Primary School Kangulumira","Government","Male","Division 2","1.0","D01S01P04","nongo-cu-primary-school-kangulumira_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Nakatundu Ward","Nongo CU Primary School Kangulumira","Government","Female","Division 2","","D01S01P04","nongo-cu-primary-school-kangulumira_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Nakatundu Ward","Nongo CU Primary School Kangulumira","Government","Male","Division 3","6.0","D01S01P04","nongo-cu-primary-school-kangulumira_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Nakatundu Ward","Nongo CU Primary School Kangulumira","Government","Female","Division 3","2.0","D01S01P04","nongo-cu-primary-school-kangulumira_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Nakatundu Ward","Nongo CU Primary School Kangulumira","Government","Male","Division 4","2.0","D01S01P04","nongo-cu-primary-school-kangulumira_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Nakatundu Ward","Nongo CU Primary School Kangulumira","Government","Female","Division 4","1.0","D01S01P04","nongo-cu-primary-school-kangulumira_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Nakatundu Ward","Nongo CU Primary School Kangulumira","Government","Male","Division U","7.0","D01S01P04","nongo-cu-primary-school-kangulumira_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Nakatundu Ward","Nongo CU Primary School Kangulumira","Government","Female","Division U","6.0","D01S01P04","nongo-cu-primary-school-kangulumira_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Nakatundu Ward","Nongo CU Primary School Kangulumira","Government","Male","Division X","3.0","D01S01P04","nongo-cu-primary-school-kangulumira_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Nakatundu Ward","Nongo CU Primary School Kangulumira","Government","Female","Division X","1.0","D01S01P04","nongo-cu-primary-school-kangulumira_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Nakatundu Ward","St Marys Child Empowerment Primary School","Private","Male","Division 1","4.0","D01S01P04","st-marys-child-empowerment-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Nakatundu Ward","St Marys Child Empowerment Primary School","Private","Female","Division 1","1.0","D01S01P04","st-marys-child-empowerment-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Nakatundu Ward","St Marys Child Empowerment Primary School","Private","Male","Division 2","3.0","D01S01P04","st-marys-child-empowerment-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Nakatundu Ward","St Marys Child Empowerment Primary School","Private","Female","Division 2","13.0","D01S01P04","st-marys-child-empowerment-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Nakatundu Ward","St Marys Child Empowerment Primary School","Private","Male","Division 3","","D01S01P04","st-marys-child-empowerment-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Nakatundu Ward","St Marys Child Empowerment Primary School","Private","Female","Division 3","2.0","D01S01P04","st-marys-child-empowerment-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Nakatundu Ward","St Marys Child Empowerment Primary School","Private","Male","Division 4","","D01S01P04","st-marys-child-empowerment-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Nakatundu Ward","St Marys Child Empowerment Primary School","Private","Female","Division 4","1.0","D01S01P04","st-marys-child-empowerment-primary-school_kayunga"
"Kayunga","Ntenjeru","2022","Kangulumira Town Council","Nakatundu Ward","St Marys Child Empowerment Primary School","Private","Male","Division U","2.0","D01S01P04","st-marys-child-empowerment-primary-school_kayunga"
