district,county,year,subcounty,parish,school_name,ownership,gender,grade,value
Kayunga,Bbaale,2020,Kayonza,Kanywero,Lwabyata Parents Primary School,Government,Male,Division U,8
Kayunga,Bbaale,2020,Kayonza,Kanywero,Lwabyata Parents Primary School,Government,Female,Division U,7
Kayunga,Bbaale,2020,Kayonza,Kanywero,Lwabyata Parents Primary School,Government,Male,Division X,1
Kayunga,Bbaale,2020,Kayonza,Kanywero,Lwabyata Parents Primary School,Government,Female,Division X,
Kayunga,Bbaale,2020,Kayonza,Nakyesa,Nakyessa Bright Future Primary School,Government,Male,Division 1,1
Kayunga,Bbaale,2020,Kayonza,Nakyesa,Nakyessa Bright Future Primary School,Government,Female,Division 1,
Kayunga,Bbaale,2020,Kayonza,Nakyesa,Nakyessa Bright Future Primary School,Government,Male,Division 2,13
Kayunga,Bbaale,2020,Kayonza,Nakyesa,Nakyessa Bright Future Primary School,Government,Female,Division 2,10
Kayunga,Bbaale,2020,Kayonza,Nakyesa,Nakyessa Bright Future Primary School,Government,Male,Division 3,7
Kayunga,Bbaale,2020,Kayonza,Nakyesa,Nakyessa Bright Future Primary School,Government,Female,Division 3,8
Kayunga,Bbaale,2020,Kayonza,Nakyesa,Nakyessa Bright Future Primary School,Government,Male,Division 4,3
Kayunga,Bbaale,2020,Kayonza,Nakyesa,Nakyessa Bright Future Primary School,Government,Female,Division 4,6
Kayunga,Bbaale,2020,Kayonza,Nakyesa,Nakyessa Bright Future Primary School,Government,Male,Division U,2
Kayunga,Bbaale,2020,Kayonza,Nakyesa,Nakyessa Bright Future Primary School,Government,Female,Division U,3
Kayunga,Bbaale,2020,Kayonza,Nakyesa,Nakyessa Bright Future Primary School,Government,Male,Division X,1
Kayunga,Bbaale,2020,Kayonza,Nakyesa,Nakyessa Bright Future Primary School,Government,Female,Division X,
Kayunga,Bbaale,2020,Kayonza,Nakyesa,Nakyessa Day And Boarding Primary School,Private,Male,Division 1,
Kayunga,Bbaale,2020,Kayonza,Nakyesa,Nakyessa Day And Boarding Primary School,Private,Female,Division 1,
Kayunga,Bbaale,2020,Kayonza,Nakyesa,Nakyessa Day And Boarding Primary School,Private,Male,Division 2,4
Kayunga,Bbaale,2020,Kayonza,Nakyesa,Nakyessa Day And Boarding Primary School,Private,Female,Division 2,8
Kayunga,Bbaale,2020,Kayonza,Nakyesa,Nakyessa Day And Boarding Primary School,Private,Male,Division 3,3
Kayunga,Bbaale,2020,Kayonza,Nakyesa,Nakyessa Day And Boarding Primary School,Private,Female,Division 3,2
Kayunga,Bbaale,2020,Kayonza,Nakyesa,Nakyessa Day And Boarding Primary School,Private,Male,Division 4,4
Kayunga,Bbaale,2020,Kayonza,Nakyesa,Nakyessa Day And Boarding Primary School,Private,Female,Division 4,4
Kayunga,Bbaale,2020,Kayonza,Nakyesa,Nakyessa Day And Boarding Primary School,Private,Male,Division U,
Kayunga,Bbaale,2020,Kayonza,Nakyesa,Nakyessa Day And Boarding Primary School,Private,Female,Division U,
Kayunga,Bbaale,2020,Kayonza,Nakyesa,Nakyessa Day And Boarding Primary School,Private,Male,Division X,
Kayunga,Bbaale,2020,Kayonza,Nakyesa,Nakyessa Day And Boarding Primary School,Private,Female,Division X,1
Kayunga,Bbaale,2020,Kayonza,Nakyesa,Nakyessa Moslem Primary School,Government,Male,Division 1,
Kayunga,Bbaale,2020,Kayonza,Nakyesa,Nakyessa Moslem Primary School,Government,Female,Division 1,
Kayunga,Bbaale,2020,Kayonza,Nakyesa,Nakyessa Moslem Primary School,Government,Male,Division 2,5
Kayunga,Bbaale,2020,Kayonza,Nakyesa,Nakyessa Moslem Primary School,Government,Female,Division 2,3
Kayunga,Bbaale,2020,Kayonza,Nakyesa,Nakyessa Moslem Primary School,Government,Male,Division 3,6
Kayunga,Bbaale,2020,Kayonza,Nakyesa,Nakyessa Moslem Primary School,Government,Female,Division 3,3
Kayunga,Bbaale,2020,Kayonza,Nakyesa,Nakyessa Moslem Primary School,Government,Male,Division 4,15
Kayunga,Bbaale,2020,Kayonza,Nakyesa,Nakyessa Moslem Primary School,Government,Female,Division 4,16
Kayunga,Bbaale,2020,Kayonza,Nakyesa,Nakyessa Moslem Primary School,Government,Male,Division U,7
Kayunga,Bbaale,2020,Kayonza,Nakyesa,Nakyessa Moslem Primary School,Government,Female,Division U,18
Kayunga,Bbaale,2020,Kayonza,Nakyesa,Nakyessa Moslem Primary School,Government,Male,Division X,
Kayunga,Bbaale,2020,Kayonza,Nakyesa,Nakyessa Moslem Primary School,Government,Female,Division X,2
Kayunga,Bbaale,2020,Kayonza,Nakyesa,Namatogonya CU Primary School,Government,Male,Division 1,
Kayunga,Bbaale,2020,Kayonza,Nakyesa,Namatogonya CU Primary School,Government,Female,Division 1,
Kayunga,Bbaale,2020,Kayonza,Nakyesa,Namatogonya CU Primary School,Government,Male,Division 2,
Kayunga,Bbaale,2020,Kayonza,Nakyesa,Namatogonya CU Primary School,Government,Female,Division 2,
Kayunga,Bbaale,2020,Kayonza,Nakyesa,Namatogonya CU Primary School,Government,Male,Division 3,1
Kayunga,Bbaale,2020,Kayonza,Nakyesa,Namatogonya CU Primary School,Government,Female,Division 3,
Kayunga,Bbaale,2020,Kayonza,Nakyesa,Namatogonya CU Primary School,Government,Male,Division 4,7
Kayunga,Bbaale,2020,Kayonza,Nakyesa,Namatogonya CU Primary School,Government,Female,Division 4,3
Kayunga,Bbaale,2020,Kayonza,Nakyesa,Namatogonya CU Primary School,Government,Male,Division U,6
Kayunga,Bbaale,2020,Kayonza,Nakyesa,Namatogonya CU Primary School,Government,Female,Division U,13
Kayunga,Bbaale,2020,Kayonza,Nakyesa,Namatogonya CU Primary School,Government,Male,Division X,
Kayunga,Bbaale,2020,Kayonza,Nakyesa,Namatogonya CU Primary School,Government,Female,Division X,2
Kayunga,Bbaale,2020,Kayonza,Namizo,Namavundu RC Primary School,Government,Male,Division 1,
Kayunga,Bbaale,2020,Kayonza,Namizo,Namavundu RC Primary School,Government,Female,Division 1,
Kayunga,Bbaale,2020,Kayonza,Namizo,Namavundu RC Primary School,Government,Male,Division 2,2
Kayunga,Bbaale,2020,Kayonza,Namizo,Namavundu RC Primary School,Government,Female,Division 2,
Kayunga,Bbaale,2020,Kayonza,Namizo,Namavundu RC Primary School,Government,Male,Division 3,2
Kayunga,Bbaale,2020,Kayonza,Namizo,Namavundu RC Primary School,Government,Female,Division 3,8
Kayunga,Bbaale,2020,Kayonza,Namizo,Namavundu RC Primary School,Government,Male,Division 4,4
Kayunga,Bbaale,2020,Kayonza,Namizo,Namavundu RC Primary School,Government,Female,Division 4,8
Kayunga,Bbaale,2020,Kayonza,Namizo,Namavundu RC Primary School,Government,Male,Division U,3
Kayunga,Bbaale,2020,Kayonza,Namizo,Namavundu RC Primary School,Government,Female,Division U,7
Kayunga,Bbaale,2020,Kayonza,Namizo,Namavundu RC Primary School,Government,Male,Division X,
Kayunga,Bbaale,2020,Kayonza,Namizo,Namavundu RC Primary School,Government,Female,Division X,
Kayunga,Bbaale,2020,Kayonza,Namizo,Namizo UMEA Primary School,Government,Male,Division 1,
Kayunga,Bbaale,2020,Kayonza,Namizo,Namizo UMEA Primary School,Government,Female,Division 1,
Kayunga,Bbaale,2020,Kayonza,Namizo,Namizo UMEA Primary School,Government,Male,Division 2,3
Kayunga,Bbaale,2020,Kayonza,Namizo,Namizo UMEA Primary School,Government,Female,Division 2,
Kayunga,Bbaale,2020,Kayonza,Namizo,Namizo UMEA Primary School,Government,Male,Division 3,3
Kayunga,Bbaale,2020,Kayonza,Namizo,Namizo UMEA Primary School,Government,Female,Division 3,8
Kayunga,Bbaale,2020,Kayonza,Namizo,Namizo UMEA Primary School,Government,Male,Division 4,1
Kayunga,Bbaale,2020,Kayonza,Namizo,Namizo UMEA Primary School,Government,Female,Division 4,3
Kayunga,Bbaale,2020,Kayonza,Namizo,Namizo UMEA Primary School,Government,Male,Division U,3
Kayunga,Bbaale,2020,Kayonza,Namizo,Namizo UMEA Primary School,Government,Female,Division U,5
Kayunga,Bbaale,2020,Kayonza,Namizo,Namizo UMEA Primary School,Government,Male,Division X,
Kayunga,Bbaale,2020,Kayonza,Namizo,Namizo UMEA Primary School,Government,Female,Division X,1
Kayunga,Bbaale,2020,Kayonza,Kafumba,Nyondo RC Primary School,Government,Male,Division 1,
Kayunga,Bbaale,2020,Kayonza,Kafumba,Nyondo RC Primary School,Government,Female,Division 1,
Kayunga,Bbaale,2020,Kayonza,Kafumba,Nyondo RC Primary School,Government,Male,Division 2,
Kayunga,Bbaale,2020,Kayonza,Kafumba,Nyondo RC Primary School,Government,Female,Division 2,
Kayunga,Bbaale,2020,Kayonza,Kafumba,Nyondo RC Primary School,Government,Male,Division 3,2
Kayunga,Bbaale,2020,Kayonza,Kafumba,Nyondo RC Primary School,Government,Female,Division 3,3
Kayunga,Bbaale,2020,Kayonza,Kafumba,Nyondo RC Primary School,Government,Male,Division 4,6
Kayunga,Bbaale,2020,Kayonza,Kafumba,Nyondo RC Primary School,Government,Female,Division 4,2
Kayunga,Bbaale,2020,Kayonza,Kafumba,Nyondo RC Primary School,Government,Male,Division U,3
Kayunga,Bbaale,2020,Kayonza,Kafumba,Nyondo RC Primary School,Government,Female,Division U,
Kayunga,Bbaale,2020,Kayonza,Kafumba,Nyondo RC Primary School,Government,Male,Division X,
Kayunga,Bbaale,2020,Kayonza,Kafumba,Nyondo RC Primary School,Government,Female,Division X,
Kayunga,Bbaale,2020,Kayonza,Namaliri,St Jude Kayonza RC Primary School,Government,Male,Division 1,
Kayunga,Bbaale,2020,Kayonza,Namaliri,St Jude Kayonza RC Primary School,Government,Female,Division 1,
Kayunga,Bbaale,2020,Kayonza,Namaliri,St Jude Kayonza RC Primary School,Government,Male,Division 2,4
Kayunga,Bbaale,2020,Kayonza,Namaliri,St Jude Kayonza RC Primary School,Government,Female,Division 2,2
Kayunga,Bbaale,2020,Kayonza,Namaliri,St Jude Kayonza RC Primary School,Government,Male,Division 3,1
Kayunga,Bbaale,2020,Kayonza,Namaliri,St Jude Kayonza RC Primary School,Government,Female,Division 3,1
Kayunga,Bbaale,2020,Kayonza,Namaliri,St Jude Kayonza RC Primary School,Government,Male,Division 4,3
Kayunga,Bbaale,2020,Kayonza,Namaliri,St Jude Kayonza RC Primary School,Government,Female,Division 4,2
Kayunga,Bbaale,2020,Kayonza,Namaliri,St Jude Kayonza RC Primary School,Government,Male,Division U,5
Kayunga,Bbaale,2020,Kayonza,Namaliri,St Jude Kayonza RC Primary School,Government,Female,Division U,3
Kayunga,Bbaale,2020,Kayonza,Namaliri,St Jude Kayonza RC Primary School,Government,Male,Division X,
Kayunga,Bbaale,2020,Kayonza,Namaliri,St Jude Kayonza RC Primary School,Government,Female,Division X,
Kayunga,Bbaale,2020,Kayonza,Kanywero,Wabunyonyi CU Primary School,Government,Male,Division 1,
Kayunga,Bbaale,2020,Kayonza,Kanywero,Wabunyonyi CU Primary School,Government,Female,Division 1,1
Kayunga,Bbaale,2020,Kayonza,Kanywero,Wabunyonyi CU Primary School,Government,Male,Division 2,3
Kayunga,Bbaale,2020,Kayonza,Kanywero,Wabunyonyi CU Primary School,Government,Female,Division 2,4
Kayunga,Bbaale,2020,Kayonza,Kanywero,Wabunyonyi CU Primary School,Government,Male,Division 3,6
Kayunga,Bbaale,2020,Kayonza,Kanywero,Wabunyonyi CU Primary School,Government,Female,Division 3,4
Kayunga,Bbaale,2020,Kayonza,Kanywero,Wabunyonyi CU Primary School,Government,Male,Division 4,5
Kayunga,Bbaale,2020,Kayonza,Kanywero,Wabunyonyi CU Primary School,Government,Female,Division 4,3
Kayunga,Bbaale,2020,Kayonza,Kanywero,Wabunyonyi CU Primary School,Government,Male,Division U,15
Kayunga,Bbaale,2020,Kayonza,Kanywero,Wabunyonyi CU Primary School,Government,Female,Division U,5
Kayunga,Bbaale,2020,Kayonza,Kanywero,Wabunyonyi CU Primary School,Government,Male,Division X,
Kayunga,Bbaale,2020,Kayonza,Kanywero,Wabunyonyi CU Primary School,Government,Female,Division X,
Kayunga,Bbaale,2020,Kayonza,Kanywero,Wunga Primary School,Government,Male,Division 1,
Kayunga,Bbaale,2020,Kayonza,Kanywero,Wunga Primary School,Government,Female,Division 1,
Kayunga,Bbaale,2020,Kayonza,Kanywero,Wunga Primary School,Government,Male,Division 2,
Kayunga,Bbaale,2020,Kayonza,Kanywero,Wunga Primary School,Government,Female,Division 2,3
Kayunga,Bbaale,2020,Kayonza,Kanywero,Wunga Primary School,Government,Male,Division 3,2
Kayunga,Bbaale,2020,Kayonza,Kanywero,Wunga Primary School,Government,Female,Division 3,9
Kayunga,Bbaale,2020,Kayonza,Kanywero,Wunga Primary School,Government,Male,Division 4,5
Kayunga,Bbaale,2020,Kayonza,Kanywero,Wunga Primary School,Government,Female,Division 4,5
Kayunga,Bbaale,2020,Kayonza,Kanywero,Wunga Primary School,Government,Male,Division U,3
Kayunga,Bbaale,2020,Kayonza,Kanywero,Wunga Primary School,Government,Female,Division U,26
Kayunga,Bbaale,2020,Kayonza,Kanywero,Wunga Primary School,Government,Male,Division X,1
Kayunga,Bbaale,2020,Kayonza,Kanywero,Wunga Primary School,Government,Female,Division X,3
Kayunga,Bbaale,2020,Kitimbwa,Nakivubo,Bisaka Primary School,Government,Male,Division 1,
Kayunga,Bbaale,2020,Kitimbwa,Nakivubo,Bisaka Primary School,Government,Female,Division 1,
Kayunga,Bbaale,2020,Kitimbwa,Nakivubo,Bisaka Primary School,Government,Male,Division 2,2
Kayunga,Bbaale,2020,Kitimbwa,Nakivubo,Bisaka Primary School,Government,Female,Division 2,1
Kayunga,Bbaale,2020,Kitimbwa,Nakivubo,Bisaka Primary School,Government,Male,Division 3,8
Kayunga,Bbaale,2020,Kitimbwa,Nakivubo,Bisaka Primary School,Government,Female,Division 3,6
Kayunga,Bbaale,2020,Kitimbwa,Nakivubo,Bisaka Primary School,Government,Male,Division 4,1
Kayunga,Bbaale,2020,Kitimbwa,Nakivubo,Bisaka Primary School,Government,Female,Division 4,2
Kayunga,Bbaale,2020,Kitimbwa,Nakivubo,Bisaka Primary School,Government,Male,Division U,6
Kayunga,Bbaale,2020,Kitimbwa,Nakivubo,Bisaka Primary School,Government,Female,Division U,7
Kayunga,Bbaale,2020,Kitimbwa,Nakivubo,Bisaka Primary School,Government,Male,Division X,
Kayunga,Bbaale,2020,Kitimbwa,Nakivubo,Bisaka Primary School,Government,Female,Division X,
Kayunga,Bbaale,2020,Kitimbwa,Nkokonjeru,Bulawula Primary School,Government,Male,Division 1,1
Kayunga,Bbaale,2020,Kitimbwa,Nkokonjeru,Bulawula Primary School,Government,Female,Division 1,
Kayunga,Bbaale,2020,Kitimbwa,Nkokonjeru,Bulawula Primary School,Government,Male,Division 2,2
Kayunga,Bbaale,2020,Kitimbwa,Nkokonjeru,Bulawula Primary School,Government,Female,Division 2,
Kayunga,Bbaale,2020,Kitimbwa,Nkokonjeru,Bulawula Primary School,Government,Male,Division 3,4
Kayunga,Bbaale,2020,Kitimbwa,Nkokonjeru,Bulawula Primary School,Government,Female,Division 3,4
Kayunga,Bbaale,2020,Kitimbwa,Nkokonjeru,Bulawula Primary School,Government,Male,Division 4,3
Kayunga,Bbaale,2020,Kitimbwa,Nkokonjeru,Bulawula Primary School,Government,Female,Division 4,2
Kayunga,Bbaale,2020,Kitimbwa,Nkokonjeru,Bulawula Primary School,Government,Male,Division U,7
Kayunga,Bbaale,2020,Kitimbwa,Nkokonjeru,Bulawula Primary School,Government,Female,Division U,8
Kayunga,Bbaale,2020,Kitimbwa,Nkokonjeru,Bulawula Primary School,Government,Male,Division X,1
Kayunga,Bbaale,2020,Kitimbwa,Nkokonjeru,Bulawula Primary School,Government,Female,Division X,2
Kayunga,Bbaale,2020,Kitimbwa,Kitatya,Kitatya CU Primary School,Government,Male,Division 1,2
Kayunga,Bbaale,2020,Kitimbwa,Kitatya,Kitatya CU Primary School,Government,Female,Division 1,1
Kayunga,Bbaale,2020,Kitimbwa,Kitatya,Kitatya CU Primary School,Government,Male,Division 2,20
Kayunga,Bbaale,2020,Kitimbwa,Kitatya,Kitatya CU Primary School,Government,Female,Division 2,13
Kayunga,Bbaale,2020,Kitimbwa,Kitatya,Kitatya CU Primary School,Government,Male,Division 3,9
Kayunga,Bbaale,2020,Kitimbwa,Kitatya,Kitatya CU Primary School,Government,Female,Division 3,9
Kayunga,Bbaale,2020,Kitimbwa,Kitatya,Kitatya CU Primary School,Government,Male,Division 4,12
Kayunga,Bbaale,2020,Kitimbwa,Kitatya,Kitatya CU Primary School,Government,Female,Division 4,8
Kayunga,Bbaale,2020,Kitimbwa,Kitatya,Kitatya CU Primary School,Government,Male,Division U,13
Kayunga,Bbaale,2020,Kitimbwa,Kitatya,Kitatya CU Primary School,Government,Female,Division U,10
Kayunga,Bbaale,2020,Kitimbwa,Kitatya,Kitatya CU Primary School,Government,Male,Division X,3
Kayunga,Bbaale,2020,Kitimbwa,Kitatya,Kitatya CU Primary School,Government,Female,Division X,4
Kayunga,Bbaale,2020,Kitimbwa,Kitatya,Kitatya RC Primary School,Government,Male,Division 1,
Kayunga,Bbaale,2020,Kitimbwa,Kitatya,Kitatya RC Primary School,Government,Female,Division 1,
Kayunga,Bbaale,2020,Kitimbwa,Kitatya,Kitatya RC Primary School,Government,Male,Division 2,15
Kayunga,Bbaale,2020,Kitimbwa,Kitatya,Kitatya RC Primary School,Government,Female,Division 2,13
Kayunga,Bbaale,2020,Kitimbwa,Kitatya,Kitatya RC Primary School,Government,Male,Division 3,14
Kayunga,Bbaale,2020,Kitimbwa,Kitatya,Kitatya RC Primary School,Government,Female,Division 3,13
Kayunga,Bbaale,2020,Kitimbwa,Kitatya,Kitatya RC Primary School,Government,Male,Division 4,5
Kayunga,Bbaale,2020,Kitimbwa,Kitatya,Kitatya RC Primary School,Government,Female,Division 4,2
Kayunga,Bbaale,2020,Kitimbwa,Kitatya,Kitatya RC Primary School,Government,Male,Division U,4
Kayunga,Bbaale,2020,Kitimbwa,Kitatya,Kitatya RC Primary School,Government,Female,Division U,2
Kayunga,Bbaale,2020,Kitimbwa,Kitatya,Kitatya RC Primary School,Government,Male,Division X,
Kayunga,Bbaale,2020,Kitimbwa,Kitatya,Kitatya RC Primary School,Government,Female,Division X,
Kayunga,Bbaale,2020,Kitimbwa,Kyerima,Mt Carmel Primary School,Private,Male,Division 1,2
Kayunga,Bbaale,2020,Kitimbwa,Kyerima,Mt Carmel Primary School,Private,Female,Division 1,1
Kayunga,Bbaale,2020,Kitimbwa,Kyerima,Mt Carmel Primary School,Private,Male,Division 2,23
Kayunga,Bbaale,2020,Kitimbwa,Kyerima,Mt Carmel Primary School,Private,Female,Division 2,20
Kayunga,Bbaale,2020,Kitimbwa,Kyerima,Mt Carmel Primary School,Private,Male,Division 3,20
Kayunga,Bbaale,2020,Kitimbwa,Kyerima,Mt Carmel Primary School,Private,Female,Division 3,16
Kayunga,Bbaale,2020,Kitimbwa,Kyerima,Mt Carmel Primary School,Private,Male,Division 4,6
Kayunga,Bbaale,2020,Kitimbwa,Kyerima,Mt Carmel Primary School,Private,Female,Division 4,5
Kayunga,Bbaale,2020,Kitimbwa,Kyerima,Mt Carmel Primary School,Private,Male,Division U,10
Kayunga,Bbaale,2020,Kitimbwa,Kyerima,Mt Carmel Primary School,Private,Female,Division U,15
Kayunga,Bbaale,2020,Kitimbwa,Kyerima,Mt Carmel Primary School,Private,Male,Division X,2
Kayunga,Bbaale,2020,Kitimbwa,Kyerima,Mt Carmel Primary School,Private,Female,Division X,2
Kayunga,Bbaale,2020,Kitimbwa,Kyerima,Nakaseeta CU Primary School,Government,Male,Division 1,
Kayunga,Bbaale,2020,Kitimbwa,Kyerima,Nakaseeta CU Primary School,Government,Female,Division 1,
Kayunga,Bbaale,2020,Kitimbwa,Kyerima,Nakaseeta CU Primary School,Government,Male,Division 2,
Kayunga,Bbaale,2020,Kitimbwa,Kyerima,Nakaseeta CU Primary School,Government,Female,Division 2,
Kayunga,Bbaale,2020,Kitimbwa,Kyerima,Nakaseeta CU Primary School,Government,Male,Division 3,1
Kayunga,Bbaale,2020,Kitimbwa,Kyerima,Nakaseeta CU Primary School,Government,Female,Division 3,1
Kayunga,Bbaale,2020,Kitimbwa,Kyerima,Nakaseeta CU Primary School,Government,Male,Division 4,1
Kayunga,Bbaale,2020,Kitimbwa,Kyerima,Nakaseeta CU Primary School,Government,Female,Division 4,1
Kayunga,Bbaale,2020,Kitimbwa,Kyerima,Nakaseeta CU Primary School,Government,Male,Division U,6
Kayunga,Bbaale,2020,Kitimbwa,Kyerima,Nakaseeta CU Primary School,Government,Female,Division U,4
Kayunga,Bbaale,2020,Kitimbwa,Kyerima,Nakaseeta CU Primary School,Government,Male,Division X,
Kayunga,Bbaale,2020,Kitimbwa,Kyerima,Nakaseeta CU Primary School,Government,Female,Division X,1
Kayunga,Bbaale,2020,Kitimbwa,Nakivubo,Nakivubo CU Primary School,Government,Male,Division 1,
Kayunga,Bbaale,2020,Kitimbwa,Nakivubo,Nakivubo CU Primary School,Government,Female,Division 1,
Kayunga,Bbaale,2020,Kitimbwa,Nakivubo,Nakivubo CU Primary School,Government,Male,Division 2,4
Kayunga,Bbaale,2020,Kitimbwa,Nakivubo,Nakivubo CU Primary School,Government,Female,Division 2,4
Kayunga,Bbaale,2020,Kitimbwa,Nakivubo,Nakivubo CU Primary School,Government,Male,Division 3,6
Kayunga,Bbaale,2020,Kitimbwa,Nakivubo,Nakivubo CU Primary School,Government,Female,Division 3,5
Kayunga,Bbaale,2020,Kitimbwa,Nakivubo,Nakivubo CU Primary School,Government,Male,Division 4,4
Kayunga,Bbaale,2020,Kitimbwa,Nakivubo,Nakivubo CU Primary School,Government,Female,Division 4,10
Kayunga,Bbaale,2020,Kitimbwa,Nakivubo,Nakivubo CU Primary School,Government,Male,Division U,25
Kayunga,Bbaale,2020,Kitimbwa,Nakivubo,Nakivubo CU Primary School,Government,Female,Division U,26
Kayunga,Bbaale,2020,Kitimbwa,Nakivubo,Nakivubo CU Primary School,Government,Male,Division X,7
Kayunga,Bbaale,2020,Kitimbwa,Nakivubo,Nakivubo CU Primary School,Government,Female,Division X,5
Kayunga,Bbaale,2020,Kitimbwa,Nakivubo,Nakivubo UMEA Primary School,Government,Male,Division 1,
Kayunga,Bbaale,2020,Kitimbwa,Nakivubo,Nakivubo UMEA Primary School,Government,Female,Division 1,
Kayunga,Bbaale,2020,Kitimbwa,Nakivubo,Nakivubo UMEA Primary School,Government,Male,Division 2,
Kayunga,Bbaale,2020,Kitimbwa,Nakivubo,Nakivubo UMEA Primary School,Government,Female,Division 2,
Kayunga,Bbaale,2020,Kitimbwa,Nakivubo,Nakivubo UMEA Primary School,Government,Male,Division 3,
Kayunga,Bbaale,2020,Kitimbwa,Nakivubo,Nakivubo UMEA Primary School,Government,Female,Division 3,
Kayunga,Bbaale,2020,Kitimbwa,Nakivubo,Nakivubo UMEA Primary School,Government,Male,Division 4,
Kayunga,Bbaale,2020,Kitimbwa,Nakivubo,Nakivubo UMEA Primary School,Government,Female,Division 4,
Kayunga,Bbaale,2020,Kitimbwa,Nakivubo,Nakivubo UMEA Primary School,Government,Male,Division U,
Kayunga,Bbaale,2020,Kitimbwa,Nakivubo,Nakivubo UMEA Primary School,Government,Female,Division U,
Kayunga,Bbaale,2020,Kitimbwa,Nakivubo,Nakivubo UMEA Primary School,Government,Male,Division X,
Kayunga,Bbaale,2020,Kitimbwa,Nakivubo,Nakivubo UMEA Primary School,Government,Female,Division X,
Kayunga,Bbaale,2020,Kitimbwa,Kyerima,Namabuga RC Primary School,Government,Male,Division 1,
Kayunga,Bbaale,2020,Kitimbwa,Kyerima,Namabuga RC Primary School,Government,Female,Division 1,
Kayunga,Bbaale,2020,Kitimbwa,Kyerima,Namabuga RC Primary School,Government,Male,Division 2,2
Kayunga,Bbaale,2020,Kitimbwa,Kyerima,Namabuga RC Primary School,Government,Female,Division 2,1
Kayunga,Bbaale,2020,Kitimbwa,Kyerima,Namabuga RC Primary School,Government,Male,Division 3,3
Kayunga,Bbaale,2020,Kitimbwa,Kyerima,Namabuga RC Primary School,Government,Female,Division 3,1
Kayunga,Bbaale,2020,Kitimbwa,Kyerima,Namabuga RC Primary School,Government,Male,Division 4,3
Kayunga,Bbaale,2020,Kitimbwa,Kyerima,Namabuga RC Primary School,Government,Female,Division 4,
Kayunga,Bbaale,2020,Kitimbwa,Kyerima,Namabuga RC Primary School,Government,Male,Division U,8
Kayunga,Bbaale,2020,Kitimbwa,Kyerima,Namabuga RC Primary School,Government,Female,Division U,6
Kayunga,Bbaale,2020,Kitimbwa,Kyerima,Namabuga RC Primary School,Government,Male,Division X,
Kayunga,Bbaale,2020,Kitimbwa,Kyerima,Namabuga RC Primary School,Government,Female,Division X,5
Kayunga,Bbaale,2020,Kitimbwa,Namulaba,Namulaba CU Primary School,Government,Male,Division 1,
Kayunga,Bbaale,2020,Kitimbwa,Namulaba,Namulaba CU Primary School,Government,Female,Division 1,
Kayunga,Bbaale,2020,Kitimbwa,Namulaba,Namulaba CU Primary School,Government,Male,Division 2,2
Kayunga,Bbaale,2020,Kitimbwa,Namulaba,Namulaba CU Primary School,Government,Female,Division 2,1
Kayunga,Bbaale,2020,Kitimbwa,Namulaba,Namulaba CU Primary School,Government,Male,Division 3,3
Kayunga,Bbaale,2020,Kitimbwa,Namulaba,Namulaba CU Primary School,Government,Female,Division 3,1
Kayunga,Bbaale,2020,Kitimbwa,Namulaba,Namulaba CU Primary School,Government,Male,Division 4,3
Kayunga,Bbaale,2020,Kitimbwa,Namulaba,Namulaba CU Primary School,Government,Female,Division 4,
Kayunga,Bbaale,2020,Kitimbwa,Namulaba,Namulaba CU Primary School,Government,Male,Division U,8
Kayunga,Bbaale,2020,Kitimbwa,Namulaba,Namulaba CU Primary School,Government,Female,Division U,6
Kayunga,Bbaale,2020,Kitimbwa,Namulaba,Namulaba CU Primary School,Government,Male,Division X,
Kayunga,Bbaale,2020,Kitimbwa,Namulaba,Namulaba CU Primary School,Government,Female,Division X,5
Kayunga,Bbaale,2020,Kitimbwa,Namulaba,Namulaba UMEA Primary School,Government,Male,Division 1,
Kayunga,Bbaale,2020,Kitimbwa,Namulaba,Namulaba UMEA Primary School,Government,Female,Division 1,
Kayunga,Bbaale,2020,Kitimbwa,Namulaba,Namulaba UMEA Primary School,Government,Male,Division 2,8
Kayunga,Bbaale,2020,Kitimbwa,Namulaba,Namulaba UMEA Primary School,Government,Female,Division 2,7
Kayunga,Bbaale,2020,Kitimbwa,Namulaba,Namulaba UMEA Primary School,Government,Male,Division 3,7
Kayunga,Bbaale,2020,Kitimbwa,Namulaba,Namulaba UMEA Primary School,Government,Female,Division 3,5
Kayunga,Bbaale,2020,Kitimbwa,Namulaba,Namulaba UMEA Primary School,Government,Male,Division 4,3
Kayunga,Bbaale,2020,Kitimbwa,Namulaba,Namulaba UMEA Primary School,Government,Female,Division 4,2
Kayunga,Bbaale,2020,Kitimbwa,Namulaba,Namulaba UMEA Primary School,Government,Male,Division U,
Kayunga,Bbaale,2020,Kitimbwa,Namulaba,Namulaba UMEA Primary School,Government,Female,Division U,
Kayunga,Bbaale,2020,Kitimbwa,Namulaba,Namulaba UMEA Primary School,Government,Male,Division X,
Kayunga,Bbaale,2020,Kitimbwa,Namulaba,Namulaba UMEA Primary School,Government,Female,Division X,9
Kayunga,Bbaale,2020,Kitimbwa,Kyerima,Nanjwenge CU Primary School,Government,Male,Division 1,
Kayunga,Bbaale,2020,Kitimbwa,Kyerima,Nanjwenge CU Primary School,Government,Female,Division 1,
Kayunga,Bbaale,2020,Kitimbwa,Kyerima,Nanjwenge CU Primary School,Government,Male,Division 2,1
