district,county,year,subcounty,parish,school_name,ownership,gender,grade,value
Kayunga,Bbaale,2019,Kitimbwa,Namulaba,Nongo CU Primary School Kitimbwa,Government,Female,Division 1,
Kayunga,Bbaale,2019,Kitimbwa,Namulaba,Nongo CU Primary School Kitimbwa,Government,Male,Division 2,1
Kayunga,Bbaale,2019,Kitimbwa,Namulaba,Nongo CU Primary School Kitimbwa,Government,Female,Division 2,1
Kayunga,Bbaale,2019,Kitimbwa,Namulaba,Nongo CU Primary School Kitimbwa,Government,Male,Division 3,1
Kayunga,Bbaale,2019,Kitimbwa,Namulaba,Nongo CU Primary School Kitimbwa,Government,Female,Division 3,
Kayunga,Bbaale,2019,Kitimbwa,Namulaba,Nongo CU Primary School Kitimbwa,Government,Male,Division 4,2
Kayunga,Bbaale,2019,Kitimbwa,Namulaba,Nongo CU Primary School Kitimbwa,Government,Female,Division 4,1
Kayunga,Bbaale,2019,Kitimbwa,Namulaba,Nongo CU Primary School Kitimbwa,Government,Male,Division U,5
Kayunga,Bbaale,2019,Kitimbwa,Namulaba,Nongo CU Primary School Kitimbwa,Government,Female,Division U,4
Kayunga,Bbaale,2019,Kitimbwa,Namulaba,Nongo CU Primary School Kitimbwa,Government,Male,Division X,1
Kayunga,Bbaale,2019,Kitimbwa,Namulaba,Nongo CU Primary School Kitimbwa,Government,Female,Division X,
Kayunga,Bbaale,2019,Kitimbwa,Namulaba,St Martins Nongo RC Primary School,Government,Male,Division 1,
Kayunga,Bbaale,2019,Kitimbwa,Namulaba,St Martins Nongo RC Primary School,Government,Female,Division 1,
Kayunga,Bbaale,2019,Kitimbwa,Namulaba,St Martins Nongo RC Primary School,Government,Male,Division 2,
Kayunga,Bbaale,2019,Kitimbwa,Namulaba,St Martins Nongo RC Primary School,Government,Female,Division 2,
Kayunga,Bbaale,2019,Kitimbwa,Namulaba,St Martins Nongo RC Primary School,Government,Male,Division 3,3
Kayunga,Bbaale,2019,Kitimbwa,Namulaba,St Martins Nongo RC Primary School,Government,Female,Division 3,3
Kayunga,Bbaale,2019,Kitimbwa,Namulaba,St Martins Nongo RC Primary School,Government,Male,Division 4,3
Kayunga,Bbaale,2019,Kitimbwa,Namulaba,St Martins Nongo RC Primary School,Government,Female,Division 4,
Kayunga,Bbaale,2019,Kitimbwa,Namulaba,St Martins Nongo RC Primary School,Government,Male,Division U,10
Kayunga,Bbaale,2019,Kitimbwa,Namulaba,St Martins Nongo RC Primary School,Government,Female,Division U,12
Kayunga,Bbaale,2019,Kitimbwa,Namulaba,St Martins Nongo RC Primary School,Government,Male,Division X,
Kayunga,Bbaale,2019,Kitimbwa,Namulaba,St Martins Nongo RC Primary School,Government,Female,Division X,
Kayunga,Bbaale,2019,Kitimbwa,Wabwoko,Wabwoko CU Primary School,Government,Male,Division 1,2
Kayunga,Bbaale,2019,Kitimbwa,Wabwoko,Wabwoko CU Primary School,Government,Female,Division 1,1
Kayunga,Bbaale,2019,Kitimbwa,Wabwoko,Wabwoko CU Primary School,Government,Male,Division 2,20
Kayunga,Bbaale,2019,Kitimbwa,Wabwoko,Wabwoko CU Primary School,Government,Female,Division 2,17
Kayunga,Bbaale,2019,Kitimbwa,Wabwoko,Wabwoko CU Primary School,Government,Male,Division 3,20
Kayunga,Bbaale,2019,Kitimbwa,Wabwoko,Wabwoko CU Primary School,Government,Female,Division 3,23
Kayunga,Bbaale,2019,Kitimbwa,Wabwoko,Wabwoko CU Primary School,Government,Male,Division 4,10
Kayunga,Bbaale,2019,Kitimbwa,Wabwoko,Wabwoko CU Primary School,Government,Female,Division 4,11
Kayunga,Bbaale,2019,Kitimbwa,Wabwoko,Wabwoko CU Primary School,Government,Male,Division U,7
Kayunga,Bbaale,2019,Kitimbwa,Wabwoko,Wabwoko CU Primary School,Government,Female,Division U,5
Kayunga,Bbaale,2019,Kitimbwa,Wabwoko,Wabwoko CU Primary School,Government,Male,Division X,3
Kayunga,Bbaale,2019,Kitimbwa,Wabwoko,Wabwoko CU Primary School,Government,Female,Division X,2
Kayunga,Ntenjeru,2019,Busaana,Kasana,Kasana RC Primary School,Government,Male,Division 1,4
Kayunga,Ntenjeru,2019,Busaana,Kasana,Kasana RC Primary School,Government,Female,Division 1,3
Kayunga,Ntenjeru,2019,Busaana,Kasana,Kasana RC Primary School,Government,Male,Division 2,26
Kayunga,Ntenjeru,2019,Busaana,Kasana,Kasana RC Primary School,Government,Female,Division 2,20
Kayunga,Ntenjeru,2019,Busaana,Kasana,Kasana RC Primary School,Government,Male,Division 3,9
Kayunga,Ntenjeru,2019,Busaana,Kasana,Kasana RC Primary School,Government,Female,Division 3,9
Kayunga,Ntenjeru,2019,Busaana,Kasana,Kasana RC Primary School,Government,Male,Division 4,6
Kayunga,Ntenjeru,2019,Busaana,Kasana,Kasana RC Primary School,Government,Female,Division 4,4
Kayunga,Ntenjeru,2019,Busaana,Kasana,Kasana RC Primary School,Government,Male,Division U,7
Kayunga,Ntenjeru,2019,Busaana,Kasana,Kasana RC Primary School,Government,Female,Division U,8
Kayunga,Ntenjeru,2019,Busaana,Kasana,Kasana RC Primary School,Government,Male,Division X,1
Kayunga,Ntenjeru,2019,Busaana,Kasana,Kasana RC Primary School,Government,Female,Division X,1
Kayunga,Ntenjeru,2019,Busaana,Lusenke,Kibuzi CU Primary School,Government,Male,Division 1,
Kayunga,Ntenjeru,2019,Busaana,Lusenke,Kibuzi CU Primary School,Government,Female,Division 1,
Kayunga,Ntenjeru,2019,Busaana,Lusenke,Kibuzi CU Primary School,Government,Male,Division 2,3
Kayunga,Ntenjeru,2019,Busaana,Lusenke,Kibuzi CU Primary School,Government,Female,Division 2,3
Kayunga,Ntenjeru,2019,Busaana,Lusenke,Kibuzi CU Primary School,Government,Male,Division 3,10
Kayunga,Ntenjeru,2019,Busaana,Lusenke,Kibuzi CU Primary School,Government,Female,Division 3,8
Kayunga,Ntenjeru,2019,Busaana,Lusenke,Kibuzi CU Primary School,Government,Male,Division 4,5
Kayunga,Ntenjeru,2019,Busaana,Lusenke,Kibuzi CU Primary School,Government,Female,Division 4,4
Kayunga,Ntenjeru,2019,Busaana,Lusenke,Kibuzi CU Primary School,Government,Male,Division U,2
Kayunga,Ntenjeru,2019,Busaana,Lusenke,Kibuzi CU Primary School,Government,Female,Division U,1
Kayunga,Ntenjeru,2019,Busaana,Lusenke,Kibuzi CU Primary School,Government,Male,Division X,
Kayunga,Ntenjeru,2019,Busaana,Lusenke,Kibuzi CU Primary School,Government,Female,Division X,
Kayunga,Ntenjeru,2019,Busaana,Lusenke,Kibuzi RC Primary School,Government,Male,Division 1,
Kayunga,Ntenjeru,2019,Busaana,Lusenke,Kibuzi RC Primary School,Government,Female,Division 1,
Kayunga,Ntenjeru,2019,Busaana,Lusenke,Kibuzi RC Primary School,Government,Male,Division 2,1
Kayunga,Ntenjeru,2019,Busaana,Lusenke,Kibuzi RC Primary School,Government,Female,Division 2,
Kayunga,Ntenjeru,2019,Busaana,Lusenke,Kibuzi RC Primary School,Government,Male,Division 3,2
Kayunga,Ntenjeru,2019,Busaana,Lusenke,Kibuzi RC Primary School,Government,Female,Division 3,1
Kayunga,Ntenjeru,2019,Busaana,Lusenke,Kibuzi RC Primary School,Government,Male,Division 4,2
Kayunga,Ntenjeru,2019,Busaana,Lusenke,Kibuzi RC Primary School,Government,Female,Division 4,3
Kayunga,Ntenjeru,2019,Busaana,Lusenke,Kibuzi RC Primary School,Government,Male,Division U,5
Kayunga,Ntenjeru,2019,Busaana,Lusenke,Kibuzi RC Primary School,Government,Female,Division U,4
Kayunga,Ntenjeru,2019,Busaana,Lusenke,Kibuzi RC Primary School,Government,Male,Division X,
Kayunga,Ntenjeru,2019,Busaana,Lusenke,Kibuzi RC Primary School,Government,Female,Division X,
Kayunga,Ntenjeru,2019,Busaana,Nampanyi,Kireku CU Primary School,Government,Male,Division 1,1
Kayunga,Ntenjeru,2019,Busaana,Nampanyi,Kireku CU Primary School,Government,Female,Division 1,
Kayunga,Ntenjeru,2019,Busaana,Nampanyi,Kireku CU Primary School,Government,Male,Division 2,20
Kayunga,Ntenjeru,2019,Busaana,Nampanyi,Kireku CU Primary School,Government,Female,Division 2,19
Kayunga,Ntenjeru,2019,Busaana,Nampanyi,Kireku CU Primary School,Government,Male,Division 3,5
Kayunga,Ntenjeru,2019,Busaana,Nampanyi,Kireku CU Primary School,Government,Female,Division 3,3
Kayunga,Ntenjeru,2019,Busaana,Nampanyi,Kireku CU Primary School,Government,Male,Division 4,1
Kayunga,Ntenjeru,2019,Busaana,Nampanyi,Kireku CU Primary School,Government,Female,Division 4,1
Kayunga,Ntenjeru,2019,Busaana,Nampanyi,Kireku CU Primary School,Government,Male,Division U,2
Kayunga,Ntenjeru,2019,Busaana,Nampanyi,Kireku CU Primary School,Government,Female,Division U,
Kayunga,Ntenjeru,2019,Busaana,Nampanyi,Kireku CU Primary School,Government,Male,Division X,
Kayunga,Ntenjeru,2019,Busaana,Nampanyi,Kireku CU Primary School,Government,Female,Division X,
Kayunga,Ntenjeru,2019,Busaana,Kiwangula,Kiwangula CU Primary School,Government,Male,Division 1,
Kayunga,Ntenjeru,2019,Busaana,Kiwangula,Kiwangula CU Primary School,Government,Female,Division 1,
Kayunga,Ntenjeru,2019,Busaana,Kiwangula,Kiwangula CU Primary School,Government,Male,Division 2,2
Kayunga,Ntenjeru,2019,Busaana,Kiwangula,Kiwangula CU Primary School,Government,Female,Division 2,5
Kayunga,Ntenjeru,2019,Busaana,Kiwangula,Kiwangula CU Primary School,Government,Male,Division 3,7
Kayunga,Ntenjeru,2019,Busaana,Kiwangula,Kiwangula CU Primary School,Government,Female,Division 3,8
Kayunga,Ntenjeru,2019,Busaana,Kiwangula,Kiwangula CU Primary School,Government,Male,Division 4,1
Kayunga,Ntenjeru,2019,Busaana,Kiwangula,Kiwangula CU Primary School,Government,Female,Division 4,2
Kayunga,Ntenjeru,2019,Busaana,Kiwangula,Kiwangula CU Primary School,Government,Male,Division U,3
Kayunga,Ntenjeru,2019,Busaana,Kiwangula,Kiwangula CU Primary School,Government,Female,Division U,1
Kayunga,Ntenjeru,2019,Busaana,Kiwangula,Kiwangula CU Primary School,Government,Male,Division X,2
Kayunga,Ntenjeru,2019,Busaana,Kiwangula,Kiwangula CU Primary School,Government,Female,Division X,
Kayunga,Ntenjeru,2019,Busaana,Kiwangula,Kiwangula RC Primary School,Government,Male,Division 1,
Kayunga,Ntenjeru,2019,Busaana,Kiwangula,Kiwangula RC Primary School,Government,Female,Division 1,
Kayunga,Ntenjeru,2019,Busaana,Kiwangula,Kiwangula RC Primary School,Government,Male,Division 2,6
Kayunga,Ntenjeru,2019,Busaana,Kiwangula,Kiwangula RC Primary School,Government,Female,Division 2,4
Kayunga,Ntenjeru,2019,Busaana,Kiwangula,Kiwangula RC Primary School,Government,Male,Division 3,8
Kayunga,Ntenjeru,2019,Busaana,Kiwangula,Kiwangula RC Primary School,Government,Female,Division 3,6
Kayunga,Ntenjeru,2019,Busaana,Kiwangula,Kiwangula RC Primary School,Government,Male,Division 4,2
Kayunga,Ntenjeru,2019,Busaana,Kiwangula,Kiwangula RC Primary School,Government,Female,Division 4,1
Kayunga,Ntenjeru,2019,Busaana,Kiwangula,Kiwangula RC Primary School,Government,Male,Division U,1
Kayunga,Ntenjeru,2019,Busaana,Kiwangula,Kiwangula RC Primary School,Government,Female,Division U,
Kayunga,Ntenjeru,2019,Busaana,Kiwangula,Kiwangula RC Primary School,Government,Male,Division X,
Kayunga,Ntenjeru,2019,Busaana,Kiwangula,Kiwangula RC Primary School,Government,Female,Division X,
Kayunga,Ntenjeru,2019,Busaana,Nabuganyi,Nabuganyi CU Primary School,Government,Male,Division 1,
Kayunga,Ntenjeru,2019,Busaana,Nabuganyi,Nabuganyi CU Primary School,Government,Female,Division 1,
Kayunga,Ntenjeru,2019,Busaana,Nabuganyi,Nabuganyi CU Primary School,Government,Male,Division 2,14
Kayunga,Ntenjeru,2019,Busaana,Nabuganyi,Nabuganyi CU Primary School,Government,Female,Division 2,16
Kayunga,Ntenjeru,2019,Busaana,Nabuganyi,Nabuganyi CU Primary School,Government,Male,Division 3,6
Kayunga,Ntenjeru,2019,Busaana,Nabuganyi,Nabuganyi CU Primary School,Government,Female,Division 3,6
Kayunga,Ntenjeru,2019,Busaana,Nabuganyi,Nabuganyi CU Primary School,Government,Male,Division 4,2
Kayunga,Ntenjeru,2019,Busaana,Nabuganyi,Nabuganyi CU Primary School,Government,Female,Division 4,
Kayunga,Ntenjeru,2019,Busaana,Nabuganyi,Nabuganyi CU Primary School,Government,Male,Division U,2
Kayunga,Ntenjeru,2019,Busaana,Nabuganyi,Nabuganyi CU Primary School,Government,Female,Division U,
Kayunga,Ntenjeru,2019,Busaana,Nabuganyi,Nabuganyi CU Primary School,Government,Male,Division X,
Kayunga,Ntenjeru,2019,Busaana,Nabuganyi,Nabuganyi CU Primary School,Government,Female,Division X,
Kayunga,Ntenjeru,2019,Busaana,Nabuganyi,Nabuganyi RC Primary School,Government,Male,Division 1,
Kayunga,Ntenjeru,2019,Busaana,Nabuganyi,Nabuganyi RC Primary School,Government,Female,Division 1,
Kayunga,Ntenjeru,2019,Busaana,Nabuganyi,Nabuganyi RC Primary School,Government,Male,Division 2,8
Kayunga,Ntenjeru,2019,Busaana,Nabuganyi,Nabuganyi RC Primary School,Government,Female,Division 2,10
Kayunga,Ntenjeru,2019,Busaana,Nabuganyi,Nabuganyi RC Primary School,Government,Male,Division 3,2
Kayunga,Ntenjeru,2019,Busaana,Nabuganyi,Nabuganyi RC Primary School,Government,Female,Division 3,1
Kayunga,Ntenjeru,2019,Busaana,Nabuganyi,Nabuganyi RC Primary School,Government,Male,Division 4,3
Kayunga,Ntenjeru,2019,Busaana,Nabuganyi,Nabuganyi RC Primary School,Government,Female,Division 4,
Kayunga,Ntenjeru,2019,Busaana,Nabuganyi,Nabuganyi RC Primary School,Government,Male,Division U,
Kayunga,Ntenjeru,2019,Busaana,Nabuganyi,Nabuganyi RC Primary School,Government,Female,Division U,
Kayunga,Ntenjeru,2019,Busaana,Nabuganyi,Nabuganyi RC Primary School,Government,Male,Division X,1
Kayunga,Ntenjeru,2019,Busaana,Nabuganyi,Nabuganyi RC Primary School,Government,Female,Division X,
Kayunga,Ntenjeru,2019,Busaana,Nampanyi,Nakakandwa RC Primary School,Government,Male,Division 1,
Kayunga,Ntenjeru,2019,Busaana,Nampanyi,Nakakandwa RC Primary School,Government,Female,Division 1,
Kayunga,Ntenjeru,2019,Busaana,Nampanyi,Nakakandwa RC Primary School,Government,Male,Division 2,4
Kayunga,Ntenjeru,2019,Busaana,Nampanyi,Nakakandwa RC Primary School,Government,Female,Division 2,5
Kayunga,Ntenjeru,2019,Busaana,Nampanyi,Nakakandwa RC Primary School,Government,Male,Division 3,6
Kayunga,Ntenjeru,2019,Busaana,Nampanyi,Nakakandwa RC Primary School,Government,Female,Division 3,5
Kayunga,Ntenjeru,2019,Busaana,Nampanyi,Nakakandwa RC Primary School,Government,Male,Division 4,4
Kayunga,Ntenjeru,2019,Busaana,Nampanyi,Nakakandwa RC Primary School,Government,Female,Division 4,5
Kayunga,Ntenjeru,2019,Busaana,Nampanyi,Nakakandwa RC Primary School,Government,Male,Division U,3
Kayunga,Ntenjeru,2019,Busaana,Nampanyi,Nakakandwa RC Primary School,Government,Female,Division U,3
Kayunga,Ntenjeru,2019,Busaana,Nampanyi,Nakakandwa RC Primary School,Government,Male,Division X,2
Kayunga,Ntenjeru,2019,Busaana,Nampanyi,Nakakandwa RC Primary School,Government,Female,Division X,
Kayunga,Ntenjeru,2019,Busaana,Kiwangula,Nakatovu CU Primary School,Government,Male,Division 1,4
Kayunga,Ntenjeru,2019,Busaana,Kiwangula,Nakatovu CU Primary School,Government,Female,Division 1,1
Kayunga,Ntenjeru,2019,Busaana,Kiwangula,Nakatovu CU Primary School,Government,Male,Division 2,20
Kayunga,Ntenjeru,2019,Busaana,Kiwangula,Nakatovu CU Primary School,Government,Female,Division 2,24
Kayunga,Ntenjeru,2019,Busaana,Kiwangula,Nakatovu CU Primary School,Government,Male,Division 3,2
Kayunga,Ntenjeru,2019,Busaana,Kiwangula,Nakatovu CU Primary School,Government,Female,Division 3,6
Kayunga,Ntenjeru,2019,Busaana,Kiwangula,Nakatovu CU Primary School,Government,Male,Division 4,2
Kayunga,Ntenjeru,2019,Busaana,Kiwangula,Nakatovu CU Primary School,Government,Female,Division 4,2
Kayunga,Ntenjeru,2019,Busaana,Kiwangula,Nakatovu CU Primary School,Government,Male,Division U,1
Kayunga,Ntenjeru,2019,Busaana,Kiwangula,Nakatovu CU Primary School,Government,Female,Division U,1
Kayunga,Ntenjeru,2019,Busaana,Kiwangula,Nakatovu CU Primary School,Government,Male,Division X,
Kayunga,Ntenjeru,2019,Busaana,Kiwangula,Nakatovu CU Primary School,Government,Female,Division X,
Kayunga,Ntenjeru,2019,Busaana,Namusaala,Namusaala CU Primary School,Government,Male,Division 1,1
Kayunga,Ntenjeru,2019,Busaana,Namusaala,Namusaala CU Primary School,Government,Female,Division 1,
Kayunga,Ntenjeru,2019,Busaana,Namusaala,Namusaala CU Primary School,Government,Male,Division 2,25
Kayunga,Ntenjeru,2019,Busaana,Namusaala,Namusaala CU Primary School,Government,Female,Division 2,36
Kayunga,Ntenjeru,2019,Busaana,Namusaala,Namusaala CU Primary School,Government,Male,Division 3,17
Kayunga,Ntenjeru,2019,Busaana,Namusaala,Namusaala CU Primary School,Government,Female,Division 3,18
Kayunga,Ntenjeru,2019,Busaana,Namusaala,Namusaala CU Primary School,Government,Male,Division 4,17
Kayunga,Ntenjeru,2019,Busaana,Namusaala,Namusaala CU Primary School,Government,Female,Division 4,13
Kayunga,Ntenjeru,2019,Busaana,Namusaala,Namusaala CU Primary School,Government,Male,Division U,17
Kayunga,Ntenjeru,2019,Busaana,Namusaala,Namusaala CU Primary School,Government,Female,Division U,9
Kayunga,Ntenjeru,2019,Busaana,Namusaala,Namusaala CU Primary School,Government,Male,Division X,4
Kayunga,Ntenjeru,2019,Busaana,Namusaala,Namusaala CU Primary School,Government,Female,Division X,2
Kayunga,Ntenjeru,2019,Busaana,Namusaala,Namutya CU Primary School,Government,Male,Division 1,
Kayunga,Ntenjeru,2019,Busaana,Namusaala,Namutya CU Primary School,Government,Female,Division 1,
Kayunga,Ntenjeru,2019,Busaana,Namusaala,Namutya CU Primary School,Government,Male,Division 2,6
Kayunga,Ntenjeru,2019,Busaana,Namusaala,Namutya CU Primary School,Government,Female,Division 2,9
Kayunga,Ntenjeru,2019,Busaana,Namusaala,Namutya CU Primary School,Government,Male,Division 3,7
Kayunga,Ntenjeru,2019,Busaana,Namusaala,Namutya CU Primary School,Government,Female,Division 3,7
Kayunga,Ntenjeru,2019,Busaana,Namusaala,Namutya CU Primary School,Government,Male,Division 4,7
Kayunga,Ntenjeru,2019,Busaana,Namusaala,Namutya CU Primary School,Government,Female,Division 4,6
Kayunga,Ntenjeru,2019,Busaana,Namusaala,Namutya CU Primary School,Government,Male,Division U,9
Kayunga,Ntenjeru,2019,Busaana,Namusaala,Namutya CU Primary School,Government,Female,Division U,8
Kayunga,Ntenjeru,2019,Busaana,Namusaala,Namutya CU Primary School,Government,Male,Division X,
Kayunga,Ntenjeru,2019,Busaana,Namusaala,Namutya CU Primary School,Government,Female,Division X,
Kayunga,Ntenjeru,2019,Busaana,Namukuma,Nangabo CU Primary School,Government,Male,Division 1,1
Kayunga,Ntenjeru,2019,Busaana,Namukuma,Nangabo CU Primary School,Government,Female,Division 1,
Kayunga,Ntenjeru,2019,Busaana,Namukuma,Nangabo CU Primary School,Government,Male,Division 2,5
Kayunga,Ntenjeru,2019,Busaana,Namukuma,Nangabo CU Primary School,Government,Female,Division 2,3
Kayunga,Ntenjeru,2019,Busaana,Namukuma,Nangabo CU Primary School,Government,Male,Division 3,3
Kayunga,Ntenjeru,2019,Busaana,Namukuma,Nangabo CU Primary School,Government,Female,Division 3,2
Kayunga,Ntenjeru,2019,Busaana,Namukuma,Nangabo CU Primary School,Government,Male,Division 4,2
Kayunga,Ntenjeru,2019,Busaana,Namukuma,Nangabo CU Primary School,Government,Female,Division 4,3
Kayunga,Ntenjeru,2019,Busaana,Namukuma,Nangabo CU Primary School,Government,Male,Division U,
Kayunga,Ntenjeru,2019,Busaana,Namukuma,Nangabo CU Primary School,Government,Female,Division U,1
Kayunga,Ntenjeru,2019,Busaana,Namukuma,Nangabo CU Primary School,Government,Male,Division X,
Kayunga,Ntenjeru,2019,Busaana,Namukuma,Nangabo CU Primary School,Government,Female,Division X,
Kayunga,Ntenjeru,2019,Busaana,Kiwangula,St Josephs Buyungirizi RC Primary School,Government,Male,Division 1,
Kayunga,Ntenjeru,2019,Busaana,Kiwangula,St Josephs Buyungirizi RC Primary School,Government,Female,Division 1,
Kayunga,Ntenjeru,2019,Busaana,Kiwangula,St Josephs Buyungirizi RC Primary School,Government,Male,Division 2,1
Kayunga,Ntenjeru,2019,Busaana,Kiwangula,St Josephs Buyungirizi RC Primary School,Government,Female,Division 2,2
Kayunga,Ntenjeru,2019,Busaana,Kiwangula,St Josephs Buyungirizi RC Primary School,Government,Male,Division 3,5
Kayunga,Ntenjeru,2019,Busaana,Kiwangula,St Josephs Buyungirizi RC Primary School,Government,Female,Division 3,2
Kayunga,Ntenjeru,2019,Busaana,Kiwangula,St Josephs Buyungirizi RC Primary School,Government,Male,Division 4,2
Kayunga,Ntenjeru,2019,Busaana,Kiwangula,St Josephs Buyungirizi RC Primary School,Government,Female,Division 4,
Kayunga,Ntenjeru,2019,Busaana,Kiwangula,St Josephs Buyungirizi RC Primary School,Government,Male,Division U,
Kayunga,Ntenjeru,2019,Busaana,Kiwangula,St Josephs Buyungirizi RC Primary School,Government,Female,Division U,1
Kayunga,Ntenjeru,2019,Busaana,Kiwangula,St Josephs Buyungirizi RC Primary School,Government,Male,Division X,1
Kayunga,Ntenjeru,2019,Busaana,Kiwangula,St Josephs Buyungirizi RC Primary School,Government,Female,Division X,1
Kayunga,Ntenjeru,2019,Busaana,Lusenke,St Peters Primary School Lusenke,Government,Male,Division 1,
Kayunga,Ntenjeru,2019,Busaana,Lusenke,St Peters Primary School Lusenke,Government,Female,Division 1,
Kayunga,Ntenjeru,2019,Busaana,Lusenke,St Peters Primary School Lusenke,Government,Male,Division 2,1
Kayunga,Ntenjeru,2019,Busaana,Lusenke,St Peters Primary School Lusenke,Government,Female,Division 2,
Kayunga,Ntenjeru,2019,Busaana,Lusenke,St Peters Primary School Lusenke,Government,Male,Division 3,
Kayunga,Ntenjeru,2019,Busaana,Lusenke,St Peters Primary School Lusenke,Government,Female,Division 3,
Kayunga,Ntenjeru,2019,Busaana,Lusenke,St Peters Primary School Lusenke,Government,Male,Division 4,6
Kayunga,Ntenjeru,2019,Busaana,Lusenke,St Peters Primary School Lusenke,Government,Female,Division 4,6
Kayunga,Ntenjeru,2019,Busaana,Lusenke,St Peters Primary School Lusenke,Government,Male,Division U,3
Kayunga,Ntenjeru,2019,Busaana,Lusenke,St Peters Primary School Lusenke,Government,Female,Division U,4
Kayunga,Ntenjeru,2019,Busaana,Lusenke,St Peters Primary School Lusenke,Government,Male,Division X,1
Kayunga,Ntenjeru,2019,Busaana,Lusenke,St Peters Primary School Lusenke,Government,Female,Division X,1
Kayunga,Ntenjeru,2019,Nazigo,Bukamba,Bukamba CU Primary School,Government,Male,Division 1,
Kayunga,Ntenjeru,2019,Nazigo,Bukamba,Bukamba CU Primary School,Government,Female,Division 1,
Kayunga,Ntenjeru,2019,Nazigo,Bukamba,Bukamba CU Primary School,Government,Male,Division 2,1
Kayunga,Ntenjeru,2019,Nazigo,Bukamba,Bukamba CU Primary School,Government,Female,Division 2,2
Kayunga,Ntenjeru,2019,Nazigo,Bukamba,Bukamba CU Primary School,Government,Male,Division 3,4
Kayunga,Ntenjeru,2019,Nazigo,Bukamba,Bukamba CU Primary School,Government,Female,Division 3,5
Kayunga,Ntenjeru,2019,Nazigo,Bukamba,Bukamba CU Primary School,Government,Male,Division 4,8
Kayunga,Ntenjeru,2019,Nazigo,Bukamba,Bukamba CU Primary School,Government,Female,Division 4,10
Kayunga,Ntenjeru,2019,Nazigo,Bukamba,Bukamba CU Primary School,Government,Male,Division U,9
Kayunga,Ntenjeru,2019,Nazigo,Bukamba,Bukamba CU Primary School,Government,Female,Division U,11
Kayunga,Ntenjeru,2019,Nazigo,Bukamba,Bukamba CU Primary School,Government,Male,Division X,
Kayunga,Ntenjeru,2019,Nazigo,Bukamba,Bukamba CU Primary School,Government,Female,Division X,
Kayunga,Ntenjeru,2019,Nazigo,Bukamba,Bukamba Noor Islamic Primary School,Private,Male,Division 1,
Kayunga,Ntenjeru,2019,Nazigo,Bukamba,Bukamba Noor Islamic Primary School,Private,Female,Division 1,
Kayunga,Ntenjeru,2019,Nazigo,Bukamba,Bukamba Noor Islamic Primary School,Private,Male,Division 2,15
Kayunga,Ntenjeru,2019,Nazigo,Bukamba,Bukamba Noor Islamic Primary School,Private,Female,Division 2,10
Kayunga,Ntenjeru,2019,Nazigo,Bukamba,Bukamba Noor Islamic Primary School,Private,Male,Division 3,11
Kayunga,Ntenjeru,2019,Nazigo,Bukamba,Bukamba Noor Islamic Primary School,Private,Female,Division 3,12
Kayunga,Ntenjeru,2019,Nazigo,Bukamba,Bukamba Noor Islamic Primary School,Private,Male,Division 4,17
Kayunga,Ntenjeru,2019,Nazigo,Bukamba,Bukamba Noor Islamic Primary School,Private,Female,Division 4,15
Kayunga,Ntenjeru,2019,Nazigo,Bukamba,Bukamba Noor Islamic Primary School,Private,Male,Division U,20
Kayunga,Ntenjeru,2019,Nazigo,Bukamba,Bukamba Noor Islamic Primary School,Private,Female,Division U,25
Kayunga,Ntenjeru,2019,Nazigo,Bukamba,Bukamba Noor Islamic Primary School,Private,Male,Division X,
Kayunga,Ntenjeru,2019,Nazigo,Bukamba,Bukamba Noor Islamic Primary School,Private,Female,Division X,2
Kayunga,Ntenjeru,2019,Nazigo,Kirindi,Kikonyogo Primary School,Government,Male,Division 1,
Kayunga,Ntenjeru,2019,Nazigo,Kirindi,Kikonyogo Primary School,Government,Female,Division 1,
Kayunga,Ntenjeru,2019,Nazigo,Kirindi,Kikonyogo Primary School,Government,Male,Division 2,2
Kayunga,Ntenjeru,2019,Nazigo,Kirindi,Kikonyogo Primary School,Government,Female,Division 2,2
Kayunga,Ntenjeru,2019,Nazigo,Kirindi,Kikonyogo Primary School,Government,Male,Division 3,7
Kayunga,Ntenjeru,2019,Nazigo,Kirindi,Kikonyogo Primary School,Government,Female,Division 3,3
Kayunga,Ntenjeru,2019,Nazigo,Kirindi,Kikonyogo Primary School,Government,Male,Division 4,
Kayunga,Ntenjeru,2019,Nazigo,Kirindi,Kikonyogo Primary School,Government,Female,Division 4,2
Kayunga,Ntenjeru,2019,Nazigo,Kirindi,Kikonyogo Primary School,Government,Male,Division U,1
Kayunga,Ntenjeru,2019,Nazigo,Kirindi,Kikonyogo Primary School,Government,Female,Division U,
Kayunga,Ntenjeru,2019,Nazigo,Kirindi,Kikonyogo Primary School,Government,Male,Division X,1
Kayunga,Ntenjeru,2019,Nazigo,Kirindi,Kikonyogo Primary School,Government,Female,Division X,1
Kayunga,Ntenjeru,2019,Nazigo,Kimanya,Kimanya CU Primary School,Government,Male,Division 1,
Kayunga,Ntenjeru,2019,Nazigo,Kimanya,Kimanya CU Primary School,Government,Female,Division 1,
Kayunga,Ntenjeru,2019,Nazigo,Kimanya,Kimanya CU Primary School,Government,Male,Division 2,4
Kayunga,Ntenjeru,2019,Nazigo,Kimanya,Kimanya CU Primary School,Government,Female,Division 2,3
