District name,Sub county,Parish,Village,Name of the school,School type,Does the school have Pre-primary education (ECD/Nursery),Total number of learners,Number of boys,Number of girls,Number of learners with disabilities (boys/girls),Total number of teachers,Number of male teachers,Number of Female teachers,Number of teachers on government payroll ,Number of teachers qualified by Diploma,Number of teachers qualified degree and above,Number of teachers qualified by certificate,Number of classroom blocks,"Of these, how many are permanent classrooms",How many are semi-permanent classrooms,How many are temporary classrooms,Number of Toilets,Are there separate toilets for boys and girls? ,"if yes, Number of toilets available for boys","if yes, Number of toilets available for girls",Are there separate toilets for teachers,"if yes, Number of toilets available for teachers",Are toilets accommodative for people with Disabilities e.g walking,Is water available at the school? ,Is there a handwashing point available at school,Does the school have electricity? ,Does the school have an ICT/computer lab? ,"On average, how many pupils does one classroom accommodate /how many learners sit in one classroom (Pupil-classroom ratio)","On average, how pupils does on teacher attend to /teach in this school (Average pupil–teacher ratio)",Pupil-text book ratio-on average one book is used by how many pupils?,"Pupil–toilet ratio( On average, how many pupils use one toilet ?",Take a photo of paper/chat showing enrolment of last term,Take a photo of paper/chat showing enrolment of last term_URL,Photo showing front view of the school,Photo showing front view of the school_URL,Geo location of the school,_Geo location of the school_latitude,_Geo location of the school_longitude,_Geo location of the school_altitude,_Geo location of the school_precision,_id,_uuid,_submission_time,_validation_status,_notes,_status,_submitted_by,__version__,_tags,_index
Kayunga,Busaana Town council,Kasana,Busaana,Little Angels Education Centre,Private,Yes,96,58,48,0,6,1,5,,1,1,1,6,6,0,0,2,Yes,1,1,No,,No,Yes,Yes,Yes,No,20,20,6,58,1758698711210.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fe84d56b2-73aa-4f4b-a343-3da20e679ddb%2F1758698711210.jpg,1758698780771.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fe84d56b2-73aa-4f4b-a343-3da20e679ddb%2F1758698780771.jpg,0.7742567 32.9929755 1087.994140625 4.205,0.7742567,32.9929755,1087.994141,4.205,565495694,e84d56b2-73aa-4f4b-a343-3da20e679ddb,2025-09-24,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,333
Kayunga,Busaana Town council,Kasana parish,Kasana,Faith Junior school,Private,Yes,191,98,93,0,9,4,5,,0,0,9,8,0,0,8,3,Yes,1,1,Yes,1,No,Yes,Yes,No,No,30,30,12,98,1758701146896.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F051b9b45-dff6-4063-9f5c-5026f0692fc5%2F1758701146896.jpg,1758701266801.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F051b9b45-dff6-4063-9f5c-5026f0692fc5%2F1758701266801.jpg,0.7766237 32.9915194 1069.469970703125 4.258,0.7766237,32.9915194,1069.469971,4.258,565529465,051b9b45-dff6-4063-9f5c-5026f0692fc5,2025-09-24,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,334
Kayunga,Busaana Town council,Namirembe ward,Kawuku,Joy NPS,Private,Yes,591,264,327,0,14,8,6,,0,0,5,10,8,0,2,6,Yes,3,3,Yes,2,No,Yes,Yes,Yes,No,50,50,10,109,1758704844184.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fce938e86-eafa-4dbe-8c7d-9cc14042cb2b%2F1758704844184.jpg,1758704885136.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fce938e86-eafa-4dbe-8c7d-9cc14042cb2b%2F1758704885136.jpg,0.7802338 32.9910162 1099.283203125 4.109,0.7802338,32.9910162,1099.283203,4.109,565578061,ce938e86-eafa-4dbe-8c7d-9cc14042cb2b,2025-09-24,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,336
Kayunga,Busaana Town council,Namirembe ward,Kawuku,Noble Hill Primary school,Private,Yes,476,247,229,1,19,7,12,,1,0,15,14,9,5,0,11,Yes,6,4,Yes,2,Yes,Yes,Yes,Yes,No,40,40,1,41,1758705597763.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F067b0ce3-e3ef-4e20-98c5-3f7106cb3ece%2F1758705597763.jpg,1758705724236.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F067b0ce3-e3ef-4e20-98c5-3f7106cb3ece%2F1758705724236.jpg,0.7826909 32.9923094 1054.1180419921875 4.723,0.7826909,32.9923094,1054.118042,4.723,565675126,067b0ce3-e3ef-4e20-98c5-3f7106cb3ece,2025-09-24,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,337
Kayunga,Busaana Town council ,Namirembe ,Kawuku,His Grace junior school ,Private,Yes,316,167,149,1,13,7,6,,5,0,2,9,0,0,9,5,Yes,2,2,Yes,1,No,Yes,Yes,Yes,No,50,25,2,83,1758703172755.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fb8c8cacb-3a72-434d-85af-1e9ea28a8209%2F1758703172755.jpg,1758703298908.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fb8c8cacb-3a72-434d-85af-1e9ea28a8209%2F1758703298908.jpg,0.7763705 32.988911 1080.0999755859375 4.517,0.7763705,32.988911,1080.099976,4.517,565555646,b8c8cacb-3a72-434d-85af-1e9ea28a8209,2025-09-24,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,335
Kayunga,Galiraya sub county,Kirasa,Kirasa,Kirasa ps,Government,No,384,202,182,4,9,4,5,6,0,1,5,7,6,1,0,7,Yes,3,4,No,,No,No,Yes,No,No,63,63,3,54,1758270606357.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fd70f9e3b-29b4-4748-a24f-f991d3d64403%2F1758270606357.jpg,1758270767744.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fd70f9e3b-29b4-4748-a24f-f991d3d64403%2F1758270767744.jpg,1.2746002 32.8138512 1041.645 2.393,1.2746002,32.8138512,1041.645,2.393,563612660,d70f9e3b-29b4-4748-a24f-f991d3d64403,2025-09-21,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,196
Kayunga,Galiraya sub county,Galiraya ,Busingire,Busingire R/C,Government,No,511,235,276,3,10,6,4,8,3,2,5,7,7,0,0,10,Yes,5,5,No,,Yes,Yes,Yes,Yes,No,73,65,2,51,1758274041451.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F8b71604b-4c8d-4ccb-a144-bf720fb1a892%2F1758274041451.jpg,1758274317960.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F8b71604b-4c8d-4ccb-a144-bf720fb1a892%2F1758274317960.jpg,1.3498817 32.7843042 1032.842 1.389,1.3498817,32.7843042,1032.842,1.389,563612686,8b71604b-4c8d-4ccb-a144-bf720fb1a892,2025-09-21,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,197
Kayunga,Galiraya sub county,Namalere,Namalere,Namalere CU,Government,Yes,715,359,356,25,19,10,9,13,8,2,3,8,7,0,1,10,Yes,5,5,Yes,2,Yes,No,Yes,Yes,Yes,102,55,2,71,1758281890793.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fcb3c9b36-27b1-4060-8898-8495c67b4b84%2F1758281890793.jpg,1758283777769.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fcb3c9b36-27b1-4060-8898-8495c67b4b84%2F1758283777769.jpg,1.3738504 32.8022875 1043.765 2.253,1.3738504,32.8022875,1043.765,2.253,563612705,cb3c9b36-27b1-4060-8898-8495c67b4b84,2025-09-21,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,198
Kayunga,Galiraya sub county,Namayuge,Nakatuli,Nakatuli RC,Government,No,509,225,284,0,9,5,4,9,2,1,6,7,7,0,0,8,Yes,3,5,Yes,3,Yes,Yes,Yes,No,No,72,56,2,63,1758266050430.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F431134a8-3a51-4c3b-9717-88bd0e6af843%2F1758266050430.jpg,1758266130326.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F431134a8-3a51-4c3b-9717-88bd0e6af843%2F1758266130326.jpg,1.1914795 32.815761 1037.48 1.077,1.1914795,32.815761,1037.48,1.077,563612878,431134a8-3a51-4c3b-9717-88bd0e6af843,2025-09-21,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,203
Kayunga,Galiraya sub county,Namayuge,Baizo,Goods will P/s,Private,Yes,140,60,80,0,5,2,3,,0,0,0,4,4,0,0,4,Yes,2,2,No,,Yes,No,Yes,No,No,35,28,15,35,,,1758620019914.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fd7fd0052-7bf1-48c8-86f5-62afced7c11e%2F1758620019914.jpg,1.2373944 32.8639054 1062.213 1.882,1.2373944,32.8639054,1062.213,1.882,564955947,d7fd0052-7bf1-48c8-86f5-62afced7c11e,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,242
Kayunga,Galiraya sub county,Ntimba,Kawongo,Rosal nursery and primary school,Private,Yes,480,220,260,3,10,4,6,,0,1,3,10,0,0,10,2,Yes,1,1,No,,No,Yes,Yes,No,No,48,48,50,240,1758609509451.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F12b46b76-d2c9-40a3-ac05-e15d99d93c47%2F1758609509451.jpg,1758604879614.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F12b46b76-d2c9-40a3-ac05-e15d99d93c47%2F1758604879614.jpg,1.4084688 32.7546885 1033.738 2.56,1.4084688,32.7546885,1033.738,2.56,564956037,12b46b76-d2c9-40a3-ac05-e15d99d93c47,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,243
Kayunga,Galiraya sub county,Ntimba,Kawongo,St Steven nursery and primary school,Private,Yes,275,141,134,0,8,3,5,,0,0,1,7,0,0,7,4,Yes,1,2,Yes,1,Yes,Yes,Yes,No,No,39,34,50,92,1758606355668.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F67aba2fe-2b2c-4fda-b6ee-3e23a2e24f13%2F1758606355668.jpg,1758606380933.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F67aba2fe-2b2c-4fda-b6ee-3e23a2e24f13%2F1758606380933.jpg,1.4071719 32.7548396 1096.481 2.486,1.4071719,32.7548396,1096.481,2.486,564956271,67aba2fe-2b2c-4fda-b6ee-3e23a2e24f13,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,244
Kayunga,Galiraya sub county,Ntimba,Kawongo b,Care Christians nursery and primary,Private,Yes,315,125,190,2,11,4,7,,1,0,2,10,0,10,0,3,Yes,1,1,Yes,1,Yes,No,Yes,Yes,No,32,29,50,105,1758608036798.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F19de4fcd-7f44-4bfe-b4bc-8cf789c60409%2F1758608036798.jpg,1758607769249.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F19de4fcd-7f44-4bfe-b4bc-8cf789c60409%2F1758607769249.jpg,1.4111745 32.7569969 1026.585 2.665,1.4111745,32.7569969,1026.585,2.665,564956423,19de4fcd-7f44-4bfe-b4bc-8cf789c60409,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,245
Kayunga,Galiraya sub county,Ntimba,Kawongo,New excellence junior school,Private,Yes,261,137,124,2,9,4,5,,1,0,1,8,5,3,0,4,Yes,1,1,Yes,2,No,Yes,Yes,Yes,No,32,29,30,131,1758608633815.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F065a7518-63d7-42ab-a697-5e6b394cac7a%2F1758608633815.jpg,1758608729497.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F065a7518-63d7-42ab-a697-5e6b394cac7a%2F1758608729497.jpg,1.4081065 32.7593773 1031.089 1.449,1.4081065,32.7593773,1031.089,1.449,564956655,065a7518-63d7-42ab-a697-5e6b394cac7a,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,246
Kayunga,Galiraya sub county,Namalere,Kyedikyo,St Mary's Kyedicho,Private,Yes,150,80,70,30,5,3,2,,0,0,2,4,0,4,0,4,Yes,1,1,Yes,2,Yes,No,Yes,No,No,38,30,20,38,,,1758610619870.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F918705db-ad1d-4ec1-9cc9-3358e09d7825%2F1758610619870.jpg,1.3800036 32.8007836 1035.345 4.697,1.3800036,32.8007836,1035.345,4.697,564956759,918705db-ad1d-4ec1-9cc9-3358e09d7825,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,247
Kayunga,Galiraya sub county,Namalere,Namalere,Success Junior School namalere,Private,Yes,166,83,83,0,9,3,6,,0,0,4,9,2,0,7,4,Yes,1,1,Yes,2,Yes,Yes,No,Yes,No,18,18,10,83,1758612202946.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F306a8602-610c-4dce-9ae9-feaebf591f9a%2F1758612202946.jpg,1758612270809.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F306a8602-610c-4dce-9ae9-feaebf591f9a%2F1758612270809.jpg,1.3769447 32.824343 1039.606 3.809,1.3769447,32.824343,1039.606,3.809,564956954,306a8602-610c-4dce-9ae9-feaebf591f9a,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,248
Kayunga,Galiraya sub county,Namayuge,Gwero A,Start light nur and primary school,Private,Yes,300,140,160,10,7,4,3,,1,,7,9,0,0,3,4,Yes,2,2,No,,No,Yes,Yes,Yes,No,33,43,60,75,,,1758615921004.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fb233542a-52c8-46df-9490-a11e4c9d7e12%2F1758615921004.jpg,1.2383256 32.8176645 1055.300048828125 1.521,1.2383256,32.8176645,1055.300049,1.521,564957042,b233542a-52c8-46df-9490-a11e4c9d7e12,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,249
Kayunga,Galiraya sub county,Namayuge,Baizo,Baizo Parents N/P school,Private,Yes,162,79,83,0,7,4,3,,0,1,1,9,3,0,6,3,Yes,2,1,No,,No,No,Yes,No,No,18,23,60,54,1758617584182.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fb9162198-7b23-484d-9b0a-107b814597b0%2F1758617584182.jpg,1758617645559.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fb9162198-7b23-484d-9b0a-107b814597b0%2F1758617645559.jpg,1.2373839 32.863964 1069.5999755859375 4.829,1.2373839,32.863964,1069.599976,4.829,564957140,b9162198-7b23-484d-9b0a-107b814597b0,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,250
Kayunga,Galiraya sub county,Galiraya,Busungire,Bright Light Nursery & Primary School ,Private,Yes,186,87,101,0,10,5,5,,0,0,10,6,5,0,1,4,Yes,2,2,No,,Yes,No,Yes,Yes,No,31,19,19,47,1758603523516.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F2bf4a66b-f6c7-4d4e-8d4f-522adeafabab%2F1758603523516.jpg,1758603666131.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F2bf4a66b-f6c7-4d4e-8d4f-522adeafabab%2F1758603666131.jpg,1.3479687 32.788643 1041.747 1.285,1.3479687,32.788643,1041.747,1.285,565031253,2bf4a66b-f6c7-4d4e-8d4f-522adeafabab,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,290
Kayunga,Galiraya sub county,Galiraya ,Galiraya ,Pride Junior School ,Private,Yes,152,72,80,1,8,4,4,,1,0,7,7,5,2,0,3,Yes,1,1,Yes,1,No,No,No,No,No,22,19,30,76,1758607099772.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F2b805776-6998-4ad6-985a-c38430c39b27%2F1758607099772.jpg,1758607168702.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F2b805776-6998-4ad6-985a-c38430c39b27%2F1758607168702.jpg,1.3505407 32.8142522 1059.5 1.098,1.3505407,32.8142522,1059.5,1.098,565031663,2b805776-6998-4ad6-985a-c38430c39b27,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,291
Kayunga,Galiraya sub county,Kirasa,Kisalizi,Mother Kevin ,Private,Yes,410,203,207,2,9,1,8,,2,0,7,7,7,0,0,14,Yes,4,4,Yes,6,Yes,No,Yes,Yes,No,59,46,59,51,1758609445259.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F165b420d-ca92-4017-904a-651ebb93f131%2F1758609445259.jpg,1758609570090.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F165b420d-ca92-4017-904a-651ebb93f131%2F1758609570090.jpg,1.3022307 32.8305542 1014.975 1.475,1.3022307,32.8305542,1014.975,1.475,565032036,165b420d-ca92-4017-904a-651ebb93f131,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,292
Kayunga,Galiraya sub county,Namayuge,Nkuutu,Salim Islamic ,Private,Yes,250,135,115,5,13,7,6,,2,0,11,10,4,6,0,5,Yes,1,2,Yes,2,No,No,Yes,No,No,25,19,4,83,1758612435562.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F345a5fca-f9c6-4b09-96af-559201bedbfe%2F1758612435562.jpg,1758612720181.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F345a5fca-f9c6-4b09-96af-559201bedbfe%2F1758612720181.jpg,1.2394118 32.8625085 1068.107 2.14,1.2394118,32.8625085,1068.107,2.14,565032507,345a5fca-f9c6-4b09-96af-559201bedbfe,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,293
Kayunga,Galiraya sub county,Kasokwe,Kiryoola,Kiryoola Islamic ,Private,Yes,140,60,80,2,6,2,4,,3,0,3,3,3,0,0,3,Yes,1,1,Yes,1,No,Yes,No,No,No,28,23,28,70,1758615030018.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F0f99291b-77b1-48e9-a9a8-5c0cf5a6fd91%2F1758615030018.jpg,1758614753919.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F0f99291b-77b1-48e9-a9a8-5c0cf5a6fd91%2F1758614753919.jpg,1.277598 32.897745 1026.986 4.353,1.277598,32.897745,1026.986,4.353,565032998,0f99291b-77b1-48e9-a9a8-5c0cf5a6fd91,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,294
Kayunga,Galiraya sub county,Kasokwe ,Kataigwa ,Hillside Nursery & PS,Private,Yes,74,44,30,0,5,1,4,,1,0,4,5,2,0,3,2,Yes,1,1,No,,No,No,No,No,No,15,15,17,37,1758621474540.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F0f686b94-8d10-4b6e-8cff-7b5b815fd985%2F1758621474540.jpg,1758621832981.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F0f686b94-8d10-4b6e-8cff-7b5b815fd985%2F1758621832981.jpg,1.193675 32.8819118 1051.898 1.871,1.193675,32.8819118,1051.898,1.871,565033399,0f686b94-8d10-4b6e-8cff-7b5b815fd985,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,295
Kayunga,Galiraya sub county,Kasokwe,Kataigwa,Mirembe Junior School,Private,Yes,200,90,110,2,7,3,4,,1,0,6,7,0,0,7,4,Yes,1,1,Yes,2,No,No,Yes,No,No,29,29,29,29,1758636024037.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F6959f564-41da-4032-95d7-868c04c3bba1%2F1758636024037.jpg,1758619600912.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F6959f564-41da-4032-95d7-868c04c3bba1%2F1758619600912.jpg,1.1937852 32.8823206 1049.031 4.997,1.1937852,32.8823206,1049.031,4.997,565034086,6959f564-41da-4032-95d7-868c04c3bba1,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,297
Kayunga,Galiraya sub county,Namayuge,Sokoso,Sokoso ps,Government,No,516,312,204,3,7,4,3,7,2,1,4,5,4,0,1,10,Yes,5,5,Yes,5,Yes,No,No,No,No,84,76,2,69,,,1758269310618.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fa80c8d6e-0241-4324-9f0d-3a29b4d8d980%2F1758269310618.jpg,1.2520182 32.8169233 1120.318 1.968,1.2520182,32.8169233,1120.318,1.968,566453712,a80c8d6e-0241-4324-9f0d-3a29b4d8d980,2025-09-25,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,392
Kayunga,Galiraya sub county,Namalere,Kawongo,Ntimba ps,Government,No,424,199,225,0,8,5,3,7,1,1,5,10,4,6,0,5,Yes,2,3,No,,Yes,No,Yes,Yes,No,55,62,2,44,,,1758285018193.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F9b244772-b8ee-4f6c-aab5-324ea5579fd6%2F1758285018193.jpg,1.410042 32.7519283 1034.827 3.558,1.410042,32.7519283,1034.827,3.558,566454448,9b244772-b8ee-4f6c-aab5-324ea5579fd6,2025-09-25,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,393
Kayunga,Galiraya sub county,Galiraya,Kidibya,Kidibya ps,Government,No,394,181,213,4,9,4,5,7,2,2,5,7,4,3,0,6,Yes,2,4,No,,No,No,No,Yes,No,42,43,2,52,,,1758280052903.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F7348f49d-d417-4543-9b48-0f3d7bed24b4%2F1758280052903.jpg,1.3655801 32.8265504 1031.367 1.512,1.3655801,32.8265504,1031.367,1.512,566454663,7348f49d-d417-4543-9b48-0f3d7bed24b4,2025-09-25,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,394
Kayunga,Galiraya sub county,Namayuge,Nabityanka,Namayuge ps,Government,Yes,700,327,373,6,11,8,3,11,2,0,9,7,7,0,0,5,Yes,2,3,Yes,2,Yes,Yes,Yes,Yes,No,87,82,3,72,,,1758268277149.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F4c628f0e-1a7b-4639-aa00-554fdc159341%2F1758268277149.jpg,1.2286217 32.82774 1037.48 1.182,1.2286217,32.82774,1037.48,1.182,566475894,4c628f0e-1a7b-4639-aa00-554fdc159341,2025-09-25,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,395
Kayunga,Galiraya sub county,Kasokwe,Kasokwe,Kasokwe cu,Government,No,770,377,393,0,10,8,2,8,3,1,5,7,4,3,0,7,Yes,3,4,No,,No,No,No,Yes,No,78,55,2,63,,,1758289177587.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F81fdec1e-3513-43ae-b855-f8d75a1933af%2F1758289177587.jpg,1.2374854 32.865078 1069.800048828125 0.976,1.2374854,32.865078,1069.800049,0.976,566495795,81fdec1e-3513-43ae-b855-f8d75a1933af,2025-09-25,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,397
